SizeRank,RegionID,RegionName,RegionType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02
89,394931,"Ogden, UT",Msa,0.9906837131739855,1.012788888888889,1.0045591836734693,1.0213719029374202,1.0210778357730597,1.030280865398129,1.0249227429020533,0.9872557349192863,1,1.0046887911901354,1.0004349717268377,0.9853957441564063,1,0.9929495073891625,0.9848653061224489,0.971948066009655,0.9826992530071039,1.0143608063628529,0.9972481222481222,0.9775714285714285,0.9847110004877114,1.0113302072380992,1,0.982231370899916,1.0253208699498138,1.0234564777327935,1.0256236162361623,1.0336404400209533,1.043492876344086,1.0112416666666666,1.0155641025641025,1.0271657219073025,1.010016673614006,1.0126591181127296,1.0431452380952382,1.0527336683417086,1.0388298691301001,1.040117130307467,1.0480986418870621,1.0426922275474058,1.0442706687730385,1.0419183673469388,1.0426563751027145,1.037809926036067,1.0464451561249,1,1.0174426389829234,1.0130434782608695,1.0053681393637994,1.0021826118588577,1.0171428571428571,1.0296044671940436,1.0257149829184968,1.0200500417014178,1.02259410432479,1.0179410573954786,0.9937124935995905,1.012810018821604,1.0392368757474535,1,0.9668207808451711,0.9896907216494846,0.9834190966266438,1,0.9843158464034614,1.0006064281382656,0.9870967741935484,1,0.9856428649233286,0.9916138735420503,0.9838476738942514,0.9901009316770186,1.001871268195976,1,0.9967262687505317,1,1,1,1,1,1,0.9974435889864384,0.9868999043292754,1,1.0201904718718224,1.003825641025641,1.0215917417424687,1.0416897959183673,1.0405047318611986,1.0492222222222223,1.0416765799256507,1.024951776834445,1.0208333333333333,1.0244900320752963,1.01378390951673,1.0111049937823156,1,1.0236257453238586,1.0251723076923076,1.046845889340419,1.044155844155844,1.0474458874458876,1.0507759439050701,1.0291457286432162,1.02803738317757,1.0220750551876379,1.003956801220243,1.0193410833485486,1.026434629746241,1.0313738892686262
90,394528,"Daytona Beach, FL",Msa,0.8531430056240047,0.8619968258548549,0.8290155440414507,0.8588854489164086,0.8636054611600315,0.8573470360035391,0.8382200758882373,0.875,0.8666666666666667,0.8350730688935282,0.8625066302947639,0.8575103790987575,0.8617234468937875,0.8814589665653495,0.875,0.8594229588704727,0.8793969849246231,0.8833922261484098,0.8892249452672883,0.8679170044569886,0.8740999740999742,0.8757297748123436,0.8872173366834171,0.8906116504854369,0.8742395902276194,0.8905179794520548,0.898032184635396,0.8998200359928015,0.8962196354708045,0.9122807017543859,0.9152941176470588,0.9137638617090671,0.9052631578947369,0.9157894736842105,0.920899276162434,0.917686318131257,0.9184278268251558,0.90874098957239835,0.9272727272727272,0.9208995734780923,0.929866036249015,0.934130004452035,0.935374149659864,0.9360877985797289,0.933955970647098,0.9334388185654008,0.9310877457091556,0.9259065955308127,0.9232121480649542,0.92,0.9181969949916527,0.924425799600679,0.9283086494894164,0.9377344336084021,0.9348914858096828,0.9306602966208058,0.9298035202498662,0.9269653005753821,0.9313984168865436,0.9336445481827276,0.9237875288683602,0.9285714285714286,0.9345647353593337,0.9278350515463918,0.939963614311704,0.9433962264150944,0.9467455621301775,0.9420591913297207,0.9418159190576063,0.9409190371991247,0.9386733416770964,0.9405795830501503,0.9433962264150944,0.9399666295884316,0.94579945799458,0.948327606904831,0.9484848341657728,0.9517039430504367,0.9535877414262355,0.9528459130198054,0.9558118150295227,0.9518518518518518,0.9477413795764973,0.9455999026527135,0.9534019439679817,0.9516129032258065,0.952279612564636,0.9567198177676538,0.9566517189835575,0.9559748427672956,0.956778132002065,0.9543355566957414,0.9559775739702498,0.9534883720930233,0.9575757575757575,0.9534176966843242,0.9491525423728814,0.9493670886075949,0.9577621341237496,0.9553853086976115,0.9564392376866595,0.9572346489955038,0.9565217391304348,0.9547738693467337,0.9541397353031702,0.9459167117360735,0.9532215357458076,0.9485714285714286,0.9500791798633106,0.9454545454545454
91,394531,"Des Moines, IA",Msa,0.86977648202138,0.8970925191974238,0.9253637738888163,0.9310206569155761,0.9466970683551363,0.9466303977813935,0.9191838367673535,0.9328519431172642,0.9260577230549809,0.926045197740113,0.9055555555555556,0.9164760509565053,0.9192254124705378,0.8957380726425676,0.9065813198701766,0.9260869565217391,0.9345830153519583,0.9427099120945741,0.9444157078749074,0.9315789473684211,0.9333333333333333,0.9423659673659673,0.9227272727272727,0.9212136772577957,0.910485347985348,0.9290138161029061,0.9284998798283435,0.9413333333333334,0.9507476692924295,0.9557988927781298,0.9533943392211108,0.9505591524426134,0.9583333333333334,0.9532988467953973,0.9467455621301775,0.9429624810236391,0.9498603351955307,0.9467068999429122,0.9455091744593336,0.9615384615384616,0.9593023255813954,0.9693558474046279,0.9660766961651918,0.967741935483871,0.9597828371438493,0.9571428571428572,0.9554551323434474,0.9535897435897436,0.943502824858757,0.9398310533870078,0.954692082111437,0.9636363636363636,0.9702171374781641,0.9739222990952634,0.9722222222222222,0.9691358024691358,0.964845646470343,0.9626160061142046,0.9573367191915041,0.951188986232791,0.952,0.9586767474953645,0.966071214018007,0.975,0.981271875662207,0.9798387096774194,0.9777777777777777,0.9719919954259577,0.975,0.9698630136986301,0.9672720358117414,0.9630465680127079,0.9646649576278339,0.9683666881859264,0.9739130434782609,0.9811320754716981,0.9851742031134173,0.9854927463731866,0.9870967741935484,0.9823529411764705,0.9788557799264139,0.9753049609462515,0.9691081072499166,0.9711595055915244,0.960728582866293,0.9714081340690783,0.9735537190082645,0.9813084112149533,0.9904716531681753,0.9876543209876543,0.9867324532159844,0.9818316548216511,0.982779801745319,0.9766666666666667,0.9723889555822329,0.9679135209334249,0.9665976734807246,0.9726525982524586,0.9777474609671062,0.9870266479663394,0.9884057971014493,0.9904857190500012,0.9867531765341985,0.9822641388312328,0.9797456671110656,0.9732620320855615,0.9738260200153964,0.9696969696969697,0.9640287769784173,0.9701390280714814
92,394711,"Jackson, MS",Msa,0.9754333789216296,0.9607113923293404,0.9914032634032635,1.014758064516129,0.9937906976744186,1.0071364395702886,0.9874484052532833,0.9987124749833222,0.9831026042615189,0.9808627450618428,0.9584650682358833,0.914792956206873,0.9753255587949465,0.9597560103916982,0.9712063492063492,0.9739541547277937,0.9876881720430107,0.9995396825396825,1.0058780384397965,0.9739692307692308,0.9939549759526451,0.9791400595998297,0.9754190429235206,0.9774036881389951,0.9008173081441797,0.9751936507936508,0.986196636544547,0.970724365017194,0.9625000701134625,0.9694819578420865,0.9381885521885522,0.9921845082680592,0.9497540942429419,1.0013058823529413,0.9972727272727273,1.0007104736490993,0.9773182121414277,0.976467160302586,0.9891166314305849,0.9989905956112852,1.0133015873015874,0.9943724565196816,0.9710849431071809,0.9887662337662337,0.9829653882132835,0.9653564774844368,0.9898491868680905,0.9777777777777777,0.9308591582075658,0.9507313317936874,0.9889501532368536,0.9685670228490485,0.9955677419354839,0.9760858955588092,0.9872685185185186,0.9825783972125436,0.9884001731697529,1,0.990078201368524,0.9889296442885972,0.9818733778272155,0.9799932180400136,0.9827200496482025,1.0003325485579753,1.0186679530987353,1.0337142857142858,1,1.0059737373737372,0.9951325040562466,1,1.0070138888888889,0.9905512329080611,0.9777825818406424,0.9962569129435158,0.9999862544844744,0.982838847564875,1,0.9924346237295878,1,0.9888124043943819,0.9918136861801657,0.9972696264975335,1.0053941576630652,0.9933178632277653,0.9847068302766844,0.9883121635159225,1,1,1.0002570694087405,1.0143934201507883,1,1.006098499422855,1.0037901981817114,0.9972087613878658,0.9778150442681384,0.9795929669112557,0.9889757747917398,0.9759391500472125,0.9696969696969697,0.9697732997481109,0.9726443768996961,0.9848484848484849,0.9807692307692307,0.9792387543252595,0.9632996632996633,0.9675213675213675,0.9735431235431236,0.9773683552220138,0.9483347763347764,0.9641255605381166
93,395245,"Youngstown, OH",Msa,0.8742275410838387,0.8609623430962343,0.8846153846153846,0.8948685857321652,0.8967173738991193,0.8653889329147304,0.8938547486033519,0.8705803869246164,0.8789363159776004,0.8481409556175912,0.8675652978710687,0.862607839459865,0.8930041375127267,0.874601692161768,0.8763313609467456,0.8761904761904762,0.8735395329689699,0.8598726114649682,0.8949416342412452,0.8767600063281127,0.8875739644970414,0.876374713870196,0.8678606763704109,0.884111253196931,0.8548947205651667,0.8641485913737224,0.8681135225375626,0.896551724137931,0.8793969849246231,0.9095045082306228,0.912364967589341,0.90810133262963455,0.8999499499499499,0.9004502251125562,0.9054441260744985,0.9035306030763526,0.8848301890721791,0.8674009840993682,0.8982301522451894,0.8949039839847837,0.9068217054263565,0.9124605070509362,0.9241308998529215,0.9041666666666667,0.916030534351145,0.9,0.8954141789172645,0.8886788489813064,0.9111111111111111,0.8894464079696742,0.8830369357045144,0.9134551273503134,0.9295298646903176,0.9290763885119881,0.9352941176470588,0.9248085983510013,0.9259259259259259,0.9006004002668445,0.8941256393468447,0.8870967741935484,0.9111111111111111,0.883433734939759,0.8986058301647655,0.9089089453380886,0.917686318131257,0.9248554913294798,0.9364548494983278,0.932633970466169,0.9280575539568345,0.9212950776520137,0.9017789965896705,0.9047237790232185,0.8886107634543179,0.9065326633165829,0.9053497942386831,0.9288564841805491,0.9340618715249024,0.9382819015846539,0.9361702127659575,0.9251396334970953,0.9310344827586207,0.9121428571428571,0.9122085048010974,0.905587668593449,0.8896551724137931,0.9138958042382659,0.9171762090050027,0.9264897781644194,0.9335407868415203,0.9449311639549437,0.9370094165312437,0.9394572025052192,0.9333333333333333,0.9309737364773496,0.9363831308077198,0.9181969949916527,0.9232189786206406,0.9200655200655201,0.9354838709677419,0.9337225465665833,0.9421901056142301,0.950950950950951,0.9565217391304348,0.9386733416770964,0.9453084728288885,0.9365687526607067,0.9330173046535704,0.9209709448160535,0.9142857142857143,0.9218604651162791
94,394352,"Augusta, GA",Msa,0.8818181818181818,0.8912577398151971,0.9392314566577301,0.9194630872483222,0.9294358933701803,0.931899641577061,0.9180570147067708,0.9281164695177434,0.9149392423159399,0.9193726961836577,0.8758044877369977,0.8753647353063777,0.8922247882986913,0.8924065545444828,0.9290593820156718,0.9127861093713796,0.9296272935879721,0.9170141784820685,0.9167546069727869,0.9045226130653267,0.9019072642343031,0.9002143878037161,0.8920940170940171,0.9092667718428367,0.867244829886591,0.8787541713014461,0.9147934720450447,0.9133082052768918,0.9117804697372435,0.9207421412414314,0.9327694969728408,0.9230177059276367,0.9274011742462249,0.9128205128205128,0.9086575445045781,0.896777075256507,0.9090495491769377,0.9174311926605505,0.9210110584518167,0.9309863945578232,0.9266123054114158,0.9369661266568483,0.9501449275362319,0.9503801520608244,0.9360877985797289,0.9377777777777778,0.9409719453967241,0.9276,0.93488,0.9315322434687869,0.9299459086993971,0.9341234245579885,0.9570813463073744,0.9523809523809523,0.9486370940844728,0.9472361446948946,0.9469565217391305,0.9392091648189209,0.9532984333401597,0.9408319972773705,0.9424972445284208,0.9442722563157917,0.9568250672884908,0.951417004048583,0.9657534246575342,0.9647718174539631,0.9623307828134197,0.9648845668634305,0.959693937610359,0.9585121602288984,0.9504426015482779,0.9486029665401863,0.9500593824228027,0.9539693128752502,0.9660385385385386,0.9734356996731488,0.967741935483871,0.9751142712036567,0.9715412792335869,0.9680032813781788,0.9629645841181906,0.9612821364126765,0.9637046307884856,0.9565857247976454,0.9598715890850722,0.9627459187944747,0.9642857142857143,0.9699201964395334,0.9780039048633298,0.9721229449606862,0.9732131647385884,0.9717480217225245,0.9675970022361006,0.967158228576288,0.9642426677380475,0.9659217877094972,0.9641308491375202,0.970479302832244,0.9727573447555635,0.9734014297479743,0.97895174444394,0.9843986018148589,0.9842457660496259,0.9801960784313726,0.9802450612653163,0.9741634819866125,0.9675312789620019,0.9695952032199909,0.9673115410273516,0.970000195629634
95,395075,"Scranton, PA",Msa,0.8929539295392954,0.82474,0.8528030042740584,0.851063829787234,0.9168124392614189,0.8893829905503057,0.9236071225867662,0.9193548387096774,0.9030201682375596,0.8983377777777778,0.8638981509548348,0.9018266750497848,0.8928955921272365,0.868421052631579,0.8548632218844985,0.893928035982009,0.8997429305912596,0.9038461538461539,0.8979591836734694,0.8946439081812831,0.9062882139076054,0.8791953023053501,0.8605425500588928,0.8781472001150064,0.8684797768479777,0.8549444444444445,0.8667334669338678,0.8756639304683728,0.8862476839452401,0.8803068712474983,0.9075224292615597,0.9172833234977165,0.9114946712774779,0.8806942370533879,0.8934799813561813,0.8813793103448275,0.8618645273985897,0.8490613266583229,0.8825443652370779,0.8955348797780407,0.8998269896193771,0.9308477605512488,0.9182170542635659,0.9222499542040667,0.9141083132114523,0.8987179487179487,0.9071942446043165,0.8992805755395683,0.8697734940799862,0.8490566037735849,0.8611111111111112,0.8825184837075613,0.8717948717948718,0.9199499687304565,0.9110212726123892,0.9103448275862069,0.8941017543859648,0.9033733562035449,0.8876351270846683,0.8778467908902692,0.8628784439136414,0.86032741205154994,0.8856597649319313,0.8997354497354497,0.9052924791086351,0.9145106861642295,0.9217877094972067,0.9099181073703366,0.9051368578927634,0.9009009009009009,0.8577555396711937,0.8898605076944088,0.8948685857321652,0.8710327530605162,0.8727810650887574,0.9155501287043759,0.889860576051738,0.9230769230769231,0.9207365892714171,0.9202076124567474,0.9182013998704965,0.9141083132114523,0.9175098257322951,0.8961911874533234,0.885,0.9018036072144289,0.8952080042127436,0.895665918357997,0.9259259259259259,0.92880978865406,0.9269263167129586,0.9359575078504605,0.9184072213269294,0.9213152173913044,0.9047237790232185,0.9094217130658605,0.896551724137931,0.9172781854569713,0.9137638617090671,0.9059708621925006,0.9319899244332494,0.9406435672686628,0.9444444444444444,0.9438820843315225,0.9346057571964956,0.9399477806788512,0.9158935879945429,0.9108527131782945,0.9174311926605505,0.9047619047619048
96,394666,"Harrisburg, PA",Msa,0.9356850935685094,0.9177178444861371,0.9504132231404959,0.9497716894977168,0.9567690507280396,0.9455587392550143,0.9549437559825518,0.9395837542937967,0.9322715976958891,0.944954128440367,0.934752737606719,0.9461955029822066,0.9269397993311037,0.9298245614035088,0.9399846114388305,0.9374609130706691,0.9459459459459459,0.9467700191854551,0.9558919821891487,0.9464575446187128,0.9415457041977247,0.9459474254367768,0.9345488546049556,0.9183673469387755,0.9191676670668267,0.9333333333333333,0.9204175979334823,0.9392747924858017,0.9363831308077198,0.9478672985781991,0.9549666865030746,0.9439048947528501,0.9420289855072463,0.9338840910187773,0.9339619855951449,0.9450830140485313,0.9293300041052623,0.9404702351175588,0.9396998348586652,0.9444847137298499,0.9505941213258287,0.9615088529638183,0.9528324359308566,0.9595959595959596,0.9526627218934911,0.9492292258563519,0.9406256650351138,0.9431266846361186,0.9348914858096828,0.9215376513954713,0.9433927308836747,0.942571318639037,0.9562642369020501,0.9590163934426229,0.9644444444444444,0.958120145397501,0.949748743718593,0.9407526020816653,0.9471098469711572,0.9322419281491587,0.9382202910664241,0.9189925119128659,0.9363776295536173,0.956615291519985,0.9642601858470335,0.959790636813027,0.9636363636363636,0.9615236629472874,0.9591466756608626,0.9523658304223563,0.9635714285714285,0.9466121235062124,0.9444444444444444,0.9420754931038395,0.9578947368421052,0.9598566308243728,0.9639869043288468,0.9770053141606752,0.9757302079258383,0.9687304565353346,0.965546218487395,0.9673115410273516,0.9633671911005883,0.9563753476796955,0.9566968781470292,0.958445900575728,0.96266,0.9739405106607002,0.9748589020010262,0.9785714285714285,0.9773030303030303,0.9753047827446076,0.9744664880375502,0.9693196976433971,0.9654827413706853,0.9615384615384616,0.953107822410148,0.9579229829809642,0.9642426677380475,0.9748031796167291,0.9795070375896499,0.9875776397515528,0.9867779102105682,0.9829549296832931,0.9754877438719359,0.9707317073170731,0.9672727272727273,0.9673115410273516,0.9572266298723697,0.9615455153657464
97,394957,"Melbourne, FL",Msa,0.8903905245695175,0.8923742563547864,0.8994440166405491,0.8972554539057003,0.8799293702177752,0.8852963818321786,0.8663610517327627,0.8695652173913043,0.8598566308243728,0.8725490196078431,0.864763498378395,0.8567335243553008,0.8688783570300158,0.85,0.8506853538003707,0.8672063748430449,0.8647773882549414,0.8836278759586529,0.8871774731541457,0.8759699624530664,0.896,0.9038932049889754,0.896580483736447,0.8963792384758017,0.9003601440576231,0.9052631578947369,0.9148936170212766,0.9232480533926585,0.9155937052932761,0.9314670621678408,0.9245137657353839,0.9223930673912148,0.9261576971214017,0.9375,0.9265442404006677,0.9364161849710982,0.9333333333333333,0.9272922799175711,0.9296482412060302,0.9301917441452325,0.9370413776355938,0.948233983807072,0.9518140707853313,0.9466572932903972,0.9471766848816029,0.9454545454545454,0.9394379428703421,0.9384615384615385,0.9355932203389831,0.9207920792079208,0.9315068493150684,0.9284094806234043,0.9408064085677144,0.9463148316651502,0.9434723067559343,0.9384615384615385,0.9399075500770416,0.9473268333230678,0.941923583662714,0.9448818897637795,0.9424430641821946,0.9389319247568741,0.946443058023642,0.9496124031007752,0.9557557557557558,0.9547738693467337,0.9528346831824679,0.9508853115410492,0.9532552954292085,0.9513649230291985,0.9552941176470588,0.9522670312143996,0.9506790564689064,0.949877487252305,0.9546771579220197,0.9555555555555556,0.958904109589041,0.9539123054187617,0.9574920544832544,0.9612583836620174,0.9560211373213156,0.9565217391304348,0.9582433677309489,0.9598393574297188,0.9558242728370969,0.9538950715421304,0.9545983701979045,0.9597290204635254,0.9641255605381166,0.9657454178724897,0.9666666666666667,0.9655172413793104,0.9619230712903952,0.9574843932469255,0.9591836734693877,0.9592592592592593,0.9548387613649889,0.9552443216744874,0.9582956690886206,0.9594391116130246,0.9647321428571428,0.9630403584162361,0.9574696472780757,0.9604984449445133,0.958904109589041,0.952368348080365,0.9504320145520692,0.9477431730986233,0.9444444444444444,0.9449919093851132
98,394460,"Chattanooga, TN",Msa,0.8652148322542672,0.9121245828698554,0.8761904761904762,0.918097085603062,0.9138840070298769,0.918240821466628,0.9177592937021777,0.9186773255813954,0.8896551724137931,0.9213188256977356,0.8974358974358975,0.8875383948306312,0.9023668639053254,0.90559261159569,0.9003001000333445,0.9087515151515151,0.9329656731430626,0.9240506329113924,0.9252102750625142,0.9209209209209209,0.9010572650112677,0.9230769230769231,0.8948963480475403,0.9021698917466905,0.8585858585858586,0.9113652609006433,0.9172087941576738,0.9058729874928695,0.9169054441260746,0.9420027360546651,0.9285459092533047,0.9283018867924528,0.9432584269662921,0.9178091807917232,0.9239369450610433,0.9098712446351931,0.9253384363658492,0.9182119745500028,0.9310002028809089,0.9380863039399625,0.9447236180904522,0.9405792773962377,0.95,0.9352933357701829,0.9300742154025256,0.9209512961144222,0.9385353535353536,0.9283713485394157,0.9269600237103157,0.9278154792093632,0.9307225790886335,0.9325490196078431,0.9454157782515992,0.9463148316651502,0.9478168264110756,0.9375,0.9411764705882353,0.9337483325922632,0.9308176100628931,0.9296299655360059,0.9303257385428398,0.9437886275451524,0.947354563343588,0.9514753649521486,0.9573592820592742,0.9558668818488896,0.9552238805970149,0.9523809523809523,0.9460191695525938,0.9590357217280674,0.9470899470899471,0.9534625023527622,0.9486510008703221,0.9537210756722951,0.9587160523886336,0.9630606860158312,0.9621879467722424,0.968478757423481,0.965367316341829,0.9611524547803617,0.9607843137254902,0.9561305692492053,0.9578270192994996,0.9642729546266524,0.9517857142857142,0.9497779190372547,0.964482547458665,0.967741935483871,0.9764772091346838,0.9718918918918918,0.9696969696969697,0.9733333333333334,0.9731564664046416,0.9655172413793104,0.96,0.95927560757996,0.9571879762604429,0.9605334294467471,0.974025974025974,0.9770114942528736,0.9774153670597185,0.9752072091672328,0.979560774081322,0.9777777777777777,0.96875,0.9686983357213711,0.9616453585325181,0.962800875273523,0.9554140127388535,0.9662792863980059
99,395113,"Spokane, WA",Msa,0.8937662337662338,0.9092292015430525,0.9330484109190935,0.9373968253968255,0.9504788236512375,0.9293426252666617,0.9312365975696927,0.9379459459459459,0.901294964028777,0.9082999385628241,0.9161080564377242,0.9121650759985861,0.9118710455336592,0.8999880525686977,0.8963582089552239,0.9119359857746165,0.9391589251589252,0.9414333333333333,0.9454491620111731,0.9372661870503597,0.9254486613709915,0.9275017636231442,0.922609043617447,0.9003451519240993,0.906028115320467,0.9218436873747495,0.91491754813756,0.9360220464986029,0.9400355199663126,0.9567653846153846,0.9557055214723926,0.9502284238607108,0.9525775729646697,0.9516129032258065,0.9515006002400961,0.9481105747134444,0.9292769515716075,0.94579945799458,0.9445927903871829,0.9502222222222222,0.9762508474576271,0.9743809973758855,0.9713842105263157,0.9563954248366013,0.9671666666666666,0.9512980316217983,0.9418934911242604,0.9457955611128478,0.9490196078431372,0.94,0.94978730797232,0.9672131147540983,0.9709047814835416,0.9724170172978027,0.9703979125896934,0.9676190476190476,0.9636363636363636,0.9588782533600169,0.9400749992081427,0.9481216457960644,0.9382352941176471,0.9495722890685109,0.9699783767723619,0.9768336314847943,0.9754877438719359,0.9807692307692307,0.9819277108433735,0.9727803334727348,0.9636591478696742,0.9576779884142286,0.9615384615384616,0.9567901234567902,0.9566257314917231,0.9619109102646869,0.9720670391061452,0.9815596707235863,0.9906666666666667,0.9927764400814966,0.9859375,0.9805085784313725,0.9800980392156863,0.9733982308752278,0.9777171441564347,0.9700923433884121,0.969865788807293,0.9741969457609269,0.9818181818181818,0.9999967212039739,1,1,1,0.9948594604791549,0.9838998211091234,0.9811320754716981,0.9723799369842019,1,1,0.9779951100244498,0.9999602152857543,1,1,1,1,1,0.9956931412257065,0.9867802821984977,0.978236704235699,0.9777777777777777,0.9776788698872829,0.9980304974597958
100,395006,"Provo, UT",Msa,0.9426545454545454,0.9061338061947746,0.9676792452830189,1.0013030746705711,0.9837332403081963,0.9770138888888888,0.9971419498253413,0.9844097995545658,0.9793042486231314,1.0130065032516258,1.0305810855219568,0.9988666666666667,1,0.976626728110599,0.9636270270270271,1.0030235662431837,1.0243501881925061,1.016262119048765,1.0338175270108043,0.9753660416588228,1.0060700855404705,0.982137335152342,1.029556324781038,1.0168877622377623,0.9817947052577949,1.023552530492257,1.0206964571763604,1.0476986462625073,1.0293838095238095,1.0432491849507124,1.0201848561311695,1.041544,1.0477329966329967,1.027663331371395,1.0417548387096773,1.0253123272526257,1.039113160192193,1.0435684545454547,1.0210364289379168,1.03125,1.0299146746181957,1.0057925223802,1.0444824636441403,1.0144130847522859,1.0446294263548945,1.0241183216583274,1.0341366838193253,1.034171782755589,0.9959617556453557,1.0033715244335677,1.0174652584769317,0.998679119412942,1.0179832635983264,1.0145137766045207,1.0167727342325414,1.001768146465229,1.0230755253001715,1,1.0125926201199127,0.9946876895087932,1.0089385043795809,0.9951219512195122,1.0281883381021089,1.013940108401084,1.0203513279512268,1.0234857142857143,1.0082181850407657,1.0002841259309982,1.0103431022158684,0.9973249904463944,1.0001666944490748,0.9785667910679527,0.9991525423728813,1.0223048327137547,1,1.0075161362033729,1.0112768279374318,1,1,1,1,1,1,1,1,1,1.000562734472697,1.030484411183001,1.015228426395939,1.0070023341113705,1.0048666309675078,1.0055912262187436,1,1.000428760289398,1,1,1.0121212121212122,1,1.0211565123412987,1.019880899332808,1.0138248847926268,1.0132704402515724,1.0049497049699698,1.0038916482925049,1,1.0001471020888497,1.0161290322580645,1,1.0002963227960127,1.0242214532871972
101,394768,"Lancaster, PA",Msa,0.9300621044362429,0.9418837675350702,0.9478672985781991,0.9510869565217391,0.9570275653940743,0.96,0.9384299640841457,0.9371896734240328,0.9407216494845361,0.9317607086895139,0.9461308484159885,0.9220223180510951,0.9306654257794323,0.9290943024634088,0.923665614319765,0.9333333333333333,0.9417304296645085,0.9408109875735775,0.9399660093675424,0.9279419388284085,0.9322419281491587,0.9334023464458248,0.9230177059276367,0.9207365892714171,0.9164544310701608,0.9292193539000677,0.9179591836734694,0.9220231822971549,0.9499749874937469,0.9417721518987342,0.9564736254269055,0.9478672985781991,0.948090110605837,0.9552016479507557,0.9476,0.9352977040625212,0.9354210197770327,0.9372611248757763,0.9488510007412898,0.9538140536980968,0.9704142011834319,0.9634146341463414,0.9592602428647377,0.9647451167222487,0.9486780405068342,0.9501731435167372,0.9487179487179487,0.9469753197250199,0.9457714654615881,0.9457204701921054,0.954287758016346,0.9542915185373286,0.9611650485436893,0.9624806035012163,0.9667619728377412,0.9651316195004109,0.9617768924251664,0.9568149605564984,0.9466221851542952,0.9461538461538461,0.9514285714285714,0.9549071618037135,0.9462264150943396,0.9593687343583266,0.9680380168470295,0.9696969696969697,0.968679468123971,0.9639067891392072,0.9649805447470817,0.9583072735686019,0.9636767976278725,0.9543147208121827,0.9438010212897501,0.9543010752688172,0.9548387096774194,0.9642729500663739,0.9777171441564347,0.9797160243407708,0.9761904761904762,0.9760235294117647,0.9734513274336283,0.9747606614447345,0.9674837418709354,0.9688750555802579,0.9736582112736766,0.9672383647480924,0.9719839908519153,0.980653769179453,0.9853687667960586,0.9877906976744186,0.9845769055864554,0.9795748228428511,0.9833538198712474,0.97868638538495,0.9772989611388996,0.9747549391391176,0.9759281981024709,0.9819926250415423,1,0.9986596457635232,0.9881175734834271,1,1,0.993135575069608,0.988558352402746,0.9794272056310419,0.9794859038837371,0.981623633403117,0.9689805269186713,0.9692187749039214
102,394871,"Modesto, CA",Msa,1.0006516889008,1,0.9796497432959999,0.9776536312849162,0.9895217809536897,0.984826534502478,0.9881951204437646,0.9705882352941176,0.9523809523809523,0.9610321221695629,0.9282296650717703,0.9312320916905444,0.9308394954327969,0.9341317365269461,0.9290682687288957,0.9323640960809103,0.9475015962705595,0.9602744425385934,0.9573542210617929,0.9693684754240974,0.9634939156526088,0.966869506423259,0.9639652568918395,0.9649749821300929,0.9710896960711638,0.9682804674457429,0.9785179825164659,0.9865267653672598,1,1,1,1,1,1,1.0001315962626662,1,1.0001250312578145,1,1,1.0007147962830594,1.0040160642570282,1.0007698229407236,1.0016968745540173,1.0005360027068995,1,1,1,0.978820123939987,0.9811357778708599,0.9816143186575569,0.987385819921705,0.9884389226100152,0.9961389961389961,0.9907010014306151,0.9944809341361065,0.9792074669777907,0.9783034044958476,0.9756861216363534,0.9735483373791084,0.972736368184092,0.9635213617518588,0.9636363636363636,0.9909115248856953,0.9777171441564347,0.9859772273228458,0.9879005050655394,0.9833333333333333,0.9831021544474237,0.9809616005162956,0.9729508781187322,0.9850746268656716,0.9732360808618246,0.9672333422370043,0.98,0.9831572228919935,0.9896996309871217,0.9953419002278937,0.9912661745206139,0.9968781152441102,0.9863851069741595,0.9812895719838984,0.9781659388646288,0.981778455948225,0.9743589743589743,0.9804864072069024,0.9814366424535916,0.9841269841269841,1,0.9963250306247448,0.9961389961389961,1,0.9954594658959288,0.9846153846153847,0.9856446829024161,0.9839357429718876,0.9807880924414252,0.9816632709761067,0.9854014598540146,1,1,1,1,0.9897959183673469,0.9862219809025572,0.9853165779424239,0.9764309764309764,0.9754527201091074,0.96875,0.9702380952380952,0.9753086419753086
