RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03
13373,Portland,Oregon,21,291700,281400,279800,281700,287800,288200,281900,280700,276500,279300,274e3,273900,263200,258400,251700,250500,248700,250100,250100,253400,251100,256500,253800,258e3,254600,256200,251900,253300,251900,260600,262400,263500,257800,261500,263e3,258400,247700,236800,233400,233300,242600,247800,250100,246900,249200,245600,250200,247800,251200,246100,249400,258300,262600,265e3,264e3,27e4,271700,269700,271100,269700,274700,277300,280500,283700,288400,294500,298400,300100,302900,304600,298600,298700,296e3,303400,299200,302200,300500,306400,308500,310900,314500,313300,315200,318100,323900,326100,324900,324800,332600,331500,331300,326900,33e4,341900,346900,349700,346700,350700,360600,367300,367400,369800,370900,378100,378200,380800,383800,384900,388100,387e3,393400,391500,393900,390700,395100,398600,400800,400900,406700,417e3,426100,423600,418300,417900,417200,416900,411400,411e3,408700,409400,412500,421600,424500
6118,Nashville,Tennessee,22,147200,145600,145300,147e3,146400,147e3,142400,143600,140600,143800,141800,143600,141100,141800,140500,141200,143100,143300,141800,141e3,139600,141100,141700,141100,142900,140900,141700,139300,136800,138400,137500,140400,138e3,141200,142400,139e3,133800,131700,134100,137e3,138e3,144900,140600,138e3,132500,138400,138600,139100,136200,136200,139100,142700,145e3,147300,147300,149e3,146700,151900,148300,147100,143400,150300,155300,157700,161700,163500,164600,164100,166800,167500,168100,171100,172400,178400,176200,177400,172400,172900,172900,172400,174e3,179700,180700,182700,182200,185900,186700,186500,184100,187e3,188e3,193600,194300,194900,197100,198100,200300,202700,205800,209900,213300,214300,215900,218800,22e4,224800,226100,227800,227600,229e3,233100,232600,232700,234100,240100,242400,243700,244500,246800,251e3,255100,261300,260600,26e4,257700,259300,256e3,258400,261200,271600,270700,272100,269100
20288,Sacramento,California,23,205900,187e3,172e3,162900,156900,149700,142700,136e3,129900,126600,123300,118700,117200,113100,115300,117300,122600,126100,126900,129100,131500,135300,136800,139e3,136700,137500,136900,137800,135600,132e3,129600,129900,129500,129900,127400,122700,117500,116500,116400,117e3,114900,115200,114500,113e3,117800,12e4,122700,121800,121600,121500,121400,124200,128400,130500,134600,138700,142600,146800,151800,157900,160700,161300,166600,170500,177400,179800,184200,184100,19e4,196e3,198600,195700,194900,200300,203600,205600,204300,206400,209400,211100,212600,209e3,209900,216600,220600,226100,225400,229100,227900,228500,229300,234300,233500,238300,239600,246500,252400,252200,251300,249200,254500,257200,258400,260400,268200,267600,271900,264900,268e3,268100,27e4,270900,272500,276600,278100,282200,281600,287800,296600,305200,311200,305e3,305900,304200,310600,314900,320900,323600,321300,315900,,,
3523,Baltimore,Maryland,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97200,98500,107900,106200,114800,113200,113400,95200,91300,91900,95900,100800,103100,106700,106500,101800,103600,95700,96300,97500,108600,113300,113900,103900,102700,106500,116500,118500,129800,130200,132400,120700,123700,136100,138e3,133900,118600,116600,115500,116400,118400,119600,123300,115600,115600,123900,131700,128e3,114400,112700,116400,116900,124500,122400,124100,108700,118300,
5976,Milwaukee,Wisconsin,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98100,98900,103600,106300,109100,110800,111100,112800,110500,109100,107700,113100,115e3,118100,120200,121500,122700,121500,122700,122400,117300,118400,121900,130900,131600,133400,138700,138200,136300,125700,125300,124500,125100,126300,126e3,127900,128100,137e3,141200,
18203,Fresno,California,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120600,122e3,122400,124200,122100,123500,120300,124900,124800,130900,130600,131e3,134200,135300,137700,138300,144100,147700,148300,151800,153700,157300,158200,160700,162700,162500,167400,171400,172100,171700,174600,177100,179900,174300,174600,170700,176e3,177500,177700,176300,188200,196100,199800,190800,188400,189800,191800,196500,194200,194200,189800,194500,196100,195200,195900,197100,202600,204300,204700,207e3,206800,212300,212200,215200,219e3,218600,217600,211900,214500,221200,225400,228400,232600,234700,244800,24e4,241500,241100,245500,246400,244400,247700,246200,245e3,240200,241e3,239500,239900,244800,249600,
40152,Omaha,Nebraska,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130600,130800,130600,133e3,136e3,135600,133900,130900,130600,129200,128800,129200,129600,131500,132200,134100,132600,134e3,135200,137200,135700,132800,131e3,132900,137700,139700,138100,136e3,133800,134700,133400,133800,133300,134e3,137e3,137600,138300,139500,139700,138900,136100,136100,137300,139200,137700,137900,137300,140400,140200,139700,14e4,140900,141600,141700,141900,142400,142800,143900,145100,146100,146300,149400,149500,152200,151e3,153300,153400,153800,150400,150400,146400,149900,150300,155300,155200,155600,159e3,159400,159200,16e4,161500,162800,159100,158900,160100,162300,164900,165100,166700,166400,165900,167900,168800,171400,170100,17e4,171100,175e3,177800,178600,180200,183400,
23429,Albuquerque,New Mexico,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174100,174500,176200,177600,178400,178400,177100,178100,177700,178300,176300,175500,174900,175800,180300,183100,183e3,181800,180800,182700,178700,181200,180700,185700,186100,187900,187600,185800,184700,184300,186100,186300,180700,178300,178500,185400,188e3,188100,187300,186900,191600,192200,192900,189e3,189700,190400,191700,194500,194200,192200,189400,189100,195e3,195500,197100,191900,193800,192900,194800,196700,198200,198500,200300,201700,202100,200900,199800,202100,200900,203800,
33225,Oklahoma City,Oklahoma,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137700,138600,139600,139500,139300,136600,134800,132900,130600,130900,131200,131200,133600,135100,137100,133500,132200,132300,132400,134700,138900,141500,146100,144600,150900,
54047,Raleigh,North Carolina,30,181300,177600,175300,172700,174e3,176100,175e3,175200,173300,172700,175400,177900,180300,174900,169400,166400,166900,172100,172900,171e3,172800,174300,181900,176900,178e3,176300,173800,177300,176300,176400,175400,177200,188200,190500,192200,187400,182800,18e4,178600,182400,178700,190400,184100,185500,176100,187200,184300,185900,178100,185400,180900,177800,175300,178e3,183200,176200,179500,177500,187400,182500,181700,180400,178400,176200,178e3,184e3,190700,191100,187700,191800,187600,188e3,181100,184700,186400,185900,184400,183400,184700,183600,186600,190100,194100,193700,197900,201100,206e3,207200,211800,215e3,214600,215800,211600,212100,212500,215100,214600,212200,213300,218300,220100,219900,217800,212300,215600,216300,226500,228800,229300,232600,232500,233700,230900,228500,228100,229e3,236200,239600,242600,247100,252200,253e3,248900,249700,252900,251400,252500,246600,254300,253e3,258700,256e3,258200
