RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06
3101,Los Angeles County,California,1,463600,449900,433500,421e3,403900,388500,372100,360500,350100,337100,322600,311e3,304800,299800,296500,299800,306500,314100,321700,326500,330600,333600,337800,338600,337700,335300,339200,336200,337100,331500,337300,334700,337200,334300,331400,329200,325900,328900,327300,322500,319200,315700,316700,310100,310700,309300,310100,309100,309200,314600,317300,320100,323800,329600,338800,345600,355e3,363100,366300,367400,374300,388600,402100,410800,416200,421500,423500,427300,425900,425200,420900,423100,423600,428100,429700,429600,431500,432200,434900,436200,438100,441500,444200,449400,454900,458700,459e3,460400,460700,463e3,462800,464400,464200,473e3,476100,479800,478300,485e3,492200,493500,491800,492100,495e3,493500,496200,493500,499400,493600,498800,499500,507200,509500,512600,514800,520800,529600,543e3,551300,559e3,563300,566900,567400,570500,573600,574400,576300,581200,590600,598100,596700,598200,596e3,602900,605500,605300,602100
139,Cook County,Illinois,2,,,,,,,,,,,,,,,,198300,198e3,200200,203400,205300,210100,210400,210300,204500,202600,201300,199800,199300,193e3,187e3,178400,179e3,183200,188700,187900,187200,181600,176300,166900,163800,167600,172900,175100,173100,167600,168800,164900,164200,160800,161200,160200,163200,165300,170700,171900,168800,168500,164300,166700,164700,165100,164400,171200,182600,196200,202700,205200,207400,206700,206900,202900,208800,206500,205800,202200,205700,208200,210700,215200,218700,219300,216300,217600,217400,221600,222900,223200,219100,214600,205100,201100,194700,193100,189500,188200,188e3,186900,189700,19e4,192100,192900,196700,195800,196900,200600,207400,210900,212500,212600,211800,208900,204700,201600,201500,201700,204100,206900,211500,216700,221600,231300,232700,229800,226300,227200,228900,227700,229100,236e3,229700,233900,243500,262400,264600,254400,243100
2402,Maricopa County,Arizona,3,231500,221400,212500,208300,202700,197e3,187300,178500,169500,159200,149600,138600,13e4,121600,117200,119900,124500,128800,130700,131900,136200,136300,137500,136500,136700,135400,132500,131900,130900,128900,126900,125300,125200,121600,120900,12e4,119700,116500,112700,113800,114900,115900,117e3,118200,123300,124700,119500,112700,109400,114900,120100,123700,125e3,127400,127300,131700,136500,141200,143600,143300,145900,148200,151100,153200,156400,157100,157700,157200,156700,158100,158100,159300,158800,158900,159300,158600,159900,160200,163400,163600,164800,166200,166100,168600,170600,174e3,176e3,178e3,179400,180300,181700,182800,184600,187200,189100,190400,191600,193600,196100,197700,198700,201100,202200,204600,207200,207100,208900,209500,211800,211500,211700,212100,214200,216e3,217700,219300,222800,224500,228900,232e3,235400,235200,233500,235e3,238400,240400,240100,241e3,245100,248e3,252700,255200,256100,251900,249e3,250500
2841,San Diego County,California,4,402900,394e3,379900,368100,353300,341300,331400,320900,308300,298700,290300,288800,283500,282400,281100,289400,298200,308500,315e3,321200,325600,329600,326e3,327900,329300,336e3,335500,331900,331300,330400,333600,334500,334900,335600,326900,322800,319300,322300,321900,318300,317100,317900,316e3,315700,313500,316400,316100,317e3,319400,323700,329300,330700,335e3,339100,347300,353e3,360700,368400,370800,371600,374e3,385700,397600,404500,409200,410100,414800,414600,416400,417800,417600,418400,418800,423100,427100,429500,432900,435200,437800,439900,438600,436900,438900,444200,449400,448400,449200,453100,457100,459800,457500,456900,460800,465800,472e3,471300,473100,476200,479900,480200,478100,480100,484100,492600,494200,496700,497400,503100,508100,509800,512600,516600,518600,521600,524400,528800,535900,540900,542900,544500,546e3,554200,554900,557100,554600,557400,560200,560900,555800,553100,551800,555200,553e3,557700,558200,
1286,Orange County,California,5,513200,505400,490500,472600,458e3,445100,435100,422400,407100,398200,386e3,386e3,382600,381900,387300,396800,411300,419500,427e3,433500,437800,441300,445200,445800,444500,439400,437600,435200,439700,438800,443100,441400,441100,432e3,428200,425100,431600,429300,425500,418100,418e3,417100,418900,411800,409e3,402900,406100,404600,405200,407100,413900,423700,433400,441600,447100,449900,456e3,464100,467300,477200,486900,506300,515400,521400,523e3,525700,528200,526800,529e3,536100,543200,549800,548100,547600,549800,550600,551400,550300,554e3,563500,566e3,566400,561100,567100,571300,577800,575400,579500,585200,590600,593400,589900,593800,596600,605200,604300,604700,605100,609600,613300,612600,619900,619800,617700,605400,599400,595500,594200,596600,602200,611900,615700,617700,614e3,619e3,635500,657900,672600,681600,692900,708e3,708300,704100,697900,703300,705300,711400,707700,703600,693300,693700,691300,695600,700100,702600,700300
2964,Miami-Dade County,Florida,6,289e3,280500,269100,256800,248500,242400,234400,223500,212100,204700,190600,179500,169e3,161300,154200,149600,151800,154900,155900,156500,157400,158600,164600,166700,172200,169600,170700,164400,155400,145900,135600,138e3,141e3,142700,130500,124300,122300,131500,14e4,147300,159300,157700,154300,147200,147400,154600,159700,162500,162200,163700,165800,170500,169400,169200,168100,168300,171100,177800,182400,187700,186500,189300,193800,198900,201e3,203500,202e3,198600,199900,200100,204900,195900,196900,198200,205800,206200,209700,208300,208500,207700,209300,213900,212300,214200,215600,217900,222e3,222900,224700,222e3,223500,224300,225700,225e3,227100,230100,230400,231900,230200,233200,234900,239900,241800,246300,249400,252e3,252900,251900,252900,254400,254e3,253300,249300,253200,257600,261e3,260500,26e4,265400,268300,272800,269600,268200,266300,267800,271800,270600,275100,276900,282e3,28e4,279e3,281300,282500,282600,282700
2832,Riverside County,California,7,317100,299800,282800,270600,258900,246800,236e3,228100,218600,209400,200600,193400,184400,175200,169200,168200,169100,171100,173400,176600,181500,185300,190500,193200,192900,190200,190500,192200,193100,191600,192100,192800,191300,190600,190700,193300,191900,188500,185600,184500,183800,182500,183300,184600,185900,184700,185700,186700,188100,191400,192800,195e3,195900,198800,203800,210100,215900,221900,226700,230600,234600,237300,242100,247200,251100,253900,258e3,261900,267600,269500,275500,279400,280700,278300,278900,280200,282100,281900,282700,283800,284700,286300,288100,294300,295500,297900,294300,294800,295900,297300,300600,302e3,302900,304e3,306300,308800,310700,311400,311900,312600,313300,317100,322e3,322200,321100,318e3,319800,323300,325600,328100,326800,329200,332100,335300,337200,342500,347300,350800,357300,367200,369300,367e3,363900,366800,366e3,365e3,369600,371600,374200,369300,372100,372800,374500,371800,370200,
3250,San Bernardino County,California,8,267300,254800,241400,233100,220400,211700,201e3,194700,186400,176900,167700,158400,151300,141500,136500,133200,132700,134400,137400,141800,145400,147800,149700,149300,148400,148e3,148200,150400,150400,152700,153800,153900,152500,150100,151e3,151700,151300,148500,145400,143700,144500,146700,149500,150400,150700,148e3,147400,145300,146400,148200,151e3,154200,156200,160100,163600,166300,171600,174100,177900,175300,178100,181e3,188800,192400,195200,199600,209200,218900,219200,219900,218500,222700,221300,224300,227100,231300,231500,232400,231800,235200,237600,240500,240300,241e3,244500,247800,248400,247500,248900,252900,255400,254300,255400,256900,260100,261200,262400,262100,264500,264300,267500,266500,275200,273600,274100,267700,266400,266200,268100,272900,276900,279200,278800,279900,284300,293400,299700,301100,302900,308400,311300,314100,311700,315200,315e3,316800,316800,318200,315700,312600,313800,318500,323200,324800,329900,
445,Clark County,Nevada,9,244700,239500,234400,228200,218500,207500,194400,186800,178100,171e3,162500,155100,147900,137800,130400,126e3,124500,121900,120400,121800,124200,124700,124600,123700,124100,125600,128e3,130400,127900,126500,122800,122300,120800,119e3,118200,116900,115e3,113100,111600,112100,109900,107500,105900,107800,110100,110200,110200,108600,109800,112200,115900,120400,121800,123800,125e3,129200,133300,136500,139e3,140900,144300,148e3,151900,157800,161e3,163800,162800,163800,165800,168e3,169600,170700,172600,173500,173900,168300,168700,171400,178600,180700,181100,182500,183200,186200,186900,189200,188500,189100,190400,192e3,194400,194100,196e3,195700,199900,200800,201400,199e3,199500,202200,204e3,204200,203500,205600,207600,208400,210800,212500,217900,219400,222800,228e3,230800,232200,231400,234700,237600,240700,243600,247e3,25e4,252800,257e3,263400,263300,264100,262500,267300,269100,269500,271800,271800,273700,27e4,270500,272200
207,King County,Washington,10,394500,388600,381e3,375100,366600,363500,360800,360900,356500,359500,367800,369400,358200,339200,330200,328200,328700,330600,334500,339600,338700,348200,361900,372700,367500,349500,339900,334700,348e3,352500,358900,352900,353900,356600,361300,364300,354200,341300,326400,318e3,310300,309100,312200,308e3,304300,301600,307e3,305500,302800,309400,318700,331200,332700,337600,340800,347800,358700,362900,361500,360500,363200,364400,366300,364800,373600,374700,381800,381500,381200,377200,379e3,380600,380800,374300,371500,374500,382700,383500,386900,387500,391100,389500,390500,391500,393500,399900,404200,408e3,403100,407700,409300,414700,416500,425e3,433500,438800,438500,436200,437100,443300,442900,443e3,441600,449800,460300,468800,477900,481400,487800,494800,505700,514100,522100,529700,534300,540900,544200,553900,557900,566300,577700,592400,599400,592500,578200,569100,570100,576200,577400,575900,578600,584700,592600,595500,606900,606800
2049,Tarrant County,Texas,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169600,175400,176900,176800,173400,174600,175700,176100,178700,180300,183800,184700,185400,184200,182900,184500,186900,189500,191500,192200,194300,197500,201300,200200,198500,196700,198800,200700,202600,203e3,203600,203600,207500,210100,212e3,211100,213300,216800,219300,215300,216900,217500,220200,216600,218700,222e3,227900,229400,230700,
3136,Santa Clara County,California,12,670200,640800,621200,61e4,602600,59e4,565700,532e3,493500,47e4,459800,449800,426500,406e3,399800,413900,441600,466700,479e3,483700,491800,508e3,516500,510800,505800,498e3,505e3,509900,520500,526300,528800,527600,526600,524300,518900,498200,484900,477800,487500,500600,504600,515e3,512700,505900,496800,492200,496500,486900,485600,493300,514100,537800,561400,586100,595100,601700,600500,609900,625e3,630400,632600,632900,644700,652800,656900,661200,665200,665800,666300,670200,686800,696200,706200,708200,711400,714900,709700,720200,724700,735100,738800,747700,752600,760200,763800,770200,779600,791600,806400,824300,826900,827700,823200,836600,840500,843e3,840400,847800,851200,853e3,857500,857600,862e3,866400,872500,871900,873700,881700,896300,900100,904100,913100,922200,937800,958800,991200,1014400,1065500,1109200,1153100,1179700,1174900,1176700,1146e3,1135500,1137100,1124400,1143100,1112300,1101200,1077e3,1069500,1079900,1072e3,1077200,1073400
1561,Broward County,Florida,13,230800,218800,211400,206400,205e3,203700,193500,187700,176100,168600,157900,149e3,139700,131800,122600,117900,115700,116800,117700,117400,122600,126400,123800,117600,114100,112700,114900,114300,115600,112500,110500,109900,111900,112100,107200,102800,99300,99600,99400,103200,106700,107e3,106500,106200,110500,112900,116800,116400,116400,116400,118500,120900,121200,120900,122500,126600,129800,135200,138700,142300,139900,140700,143100,146900,150400,152200,155100,156700,158100,159600,160700,162e3,161800,160700,161800,163600,166700,165100,167400,168400,174200,175500,176500,177800,180100,184e3,188300,190300,193800,192200,191200,189200,187200,188800,191700,197800,201200,201600,203e3,204300,204600,201e3,204200,207700,211900,212100,211300,214400,216e3,220800,221100,223500,222200,225300,224500,226700,228700,232300,235300,236600,238400,240300,241500,241600,239100,236500,234100,236800,245500,251200,251e3,251e3,254500,258600,256800,
386,Bexar County,Texas,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168500,168600,169e3,170700,171e3,172600,172700,175300,175700,177400,176800,177700,178300,179e3,179e3,178600,179900,179200,180400,179600,180300,181500,182800,183300,181900,182400,183400,185600,185e3,185200,183600,183400,185600,185400,184700,183300,185800,187100,187200,186800,187900,189100,190500,191600,192400,193200,195100,195900,196100,195200,196e3,198800,202500,205200,203100,200600,198800,200300,202e3,203900,208e3
2452,New York County,New York,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826100,835900,805400,798200,804300,818700,808700,782600,792400,809200,774300,716900,658e3,655600,674200,684300,686700,682e3,689900,710300,701200,716e3,706e3,746e3,737800,730900,688300,693400,692800,684500,669800,676500,713100,731e3,738400,732800,737900,733400,744700,731600,712200,723500,733200,770600,758400,749400,746700,754400,773400,771500,764e3,752500,765400,774100,771700,773800,785900,832200,881200,915900,928100,924300,1005100,1054e3,1028600,939300,918800,922500,926600,896100,899900,887100,859500,850600,873500,923100,970600,1011500,1027e3,103e4,978500,976e3,946600,950800,939500,1000400,1013e3,1013100,980400,971400,938800,914100,921700,974200,991700,989400,965600,962e3,981900,998400,987400,976900,951700
3175,Philadelphia County,Pennsylvania,16,111200,111700,113e3,11e4,108e3,110900,113900,115900,114300,111200,107700,101700,102400,110300,113200,113700,108800,115700,121200,124300,129e3,127300,124400,114500,116200,119200,122200,119600,115e3,106600,105e3,101e3,110500,105700,108700,104600,108800,112500,111600,111e3,104300,106e3,105100,106100,102600,104e3,104100,101600,100800,104600,110100,107400,106500,108900,109300,106300,106400,111400,114500,111800,107600,108400,109800,112700,114700,115300,115400,115300,116e3,118500,119100,120200,125600,124900,124100,118500,117600,119700,118300,120200,117600,118800,117900,112900,115600,117100,121400,121e3,121200,121800,123100,125800,126200,122700,127400,128400,129400,122100,123e3,123e3,125400,126e3,129400,126900,129700,130400,133700,135100,138100,141900,143600,144500,144200,145600,144700,144300,147300,147500,150900,143100,143100,140100,146300,144300,143100,141100,143600,146400,151800,156300,157300,156900,156600,159800,165700,
1510,Alameda County,California,17,531400,509700,468500,443900,435500,424900,410800,388900,368200,350600,34e4,336800,321e3,310900,306e3,318600,328200,332700,350100,366300,378200,377800,375e3,380600,381200,377300,380600,380700,387e3,380700,382e3,380700,379900,372600,360600,358800,354600,352e3,342100,336500,339700,339200,345500,343800,345400,342100,341200,343200,336100,337e3,333800,35e4,367400,385e3,396900,402500,409900,416700,427500,433100,440900,447200,458800,472e3,487700,497100,505500,511100,514900,516300,517800,526500,530900,535900,537600,543500,549300,562800,564e3,561700,558900,562e3,566500,569400,584500,604600,611500,610700,607900,614e3,619400,624300,623300,634400,639400,663500,657600,658700,648200,651500,650300,648400,654200,659400,674600,678300,687900,703900,717800,722700,701200,698300,700600,709400,716700,729900,742900,755800,769900,794200,798700,801800,796900,804500,804e3,800400,802100,798700,799600,794400,796700,815700,819200,814400,796400,791100
2801,Middlesex County,Massachusetts,18,362800,353900,346900,348e3,347100,351200,349600,345300,336700,332900,333900,345300,337200,335400,323900,332300,335800,337800,342100,337200,337e3,343800,354100,361900,354e3,351e3,346800,353300,359600,370500,374800,367200,359900,353500,355400,352300,341700,335e3,336400,349400,356300,359600,359300,353300,350600,341600,344400,344200,345400,344600,345800,354400,36e4,362200,358300,356100,355300,356200,355300,349100,354200,362600,371700,374500,374200,378800,380200,387e3,383100,379700,382700,387300,390500,386e3,393700,398300,404600,400700,402500,402500,407400,407200,412400,414600,418200,413400,413400,412e3,416200,417e3,417300,417200,419700,425100,424e3,425200,420900,427100,427300,435500,439700,443900,443100,433400,437500,440800,449500,450400,455200,461300,464400,460300,458300,461200,467800,470200,47e4,475700,482800,49e4,489700,492400,490600,496e3,497600,500300,495900,492900,492400,493400,499600,501e3,506800,508700,516100,514600
2046,Suffolk County,New York,19,393800,396800,401700,403200,396500,389500,380700,373100,369e3,367300,363300,359600,354800,352800,353200,356100,352e3,353700,349300,351800,344800,347200,344900,350700,349400,352200,347800,343900,340800,339900,339500,345400,341900,352100,352400,355400,347700,337100,340200,332500,334800,327600,328e3,327700,323900,329600,329400,327700,329400,329200,338200,340200,342400,340300,328700,330100,328100,339100,344300,349700,348400,343600,345600,346700,345400,344300,345e3,349100,349600,349300,347e3,343900,341400,342e3,339400,339800,340700,344700,341300,337e3,338500,342100,352800,354900,356900,353300,350700,354300,350100,349e3,345900,346900,347700,347400,349200,351500,349600,347600,348700,351500,354400,355e3,355200,357400,355700,357600,356300,358400,360500,361300,360200,356100,360500,362800,367e3,364800,359800,357100,355800,363700,371500,378100,381200,38e4,379800,387500,388400,388300,381200,385800,386300,39e4,387400,391e3,385100,385200
3017,Sacramento County,California,20,248500,234100,221e3,210200,201900,196500,188600,184300,177400,173e3,168e3,162900,160200,156300,157900,159100,162600,166200,168100,171800,171900,174900,173700,171900,171100,171100,173100,172e3,169500,167600,166300,167e3,167e3,166800,166500,160700,157400,153400,153100,15e4,148400,149600,150300,150700,152500,153800,155300,154e3,155600,154300,152700,151700,154500,160700,166e3,173e3,179800,184e3,189800,192800,200800,204500,212600,217500,224100,227500,230900,231700,234e3,237400,242100,244400,243800,244700,246300,248800,247600,248e3,250200,252500,253300,253900,254900,258100,26e4,263200,263600,264700,265100,265600,267600,27e4,271e3,275e3,278600,283500,287200,288400,290100,29e4,292500,295200,296100,300200,304900,305100,306400,303700,306100,306500,309800,312800,317200,319700,322500,324700,328e3,330900,339900,343600,349400,346e3,346100,345900,345800,350200,354900,357700,360200,356700,,,,,,
1252,Nassau County,New York,21,458400,462300,473900,473200,467400,463700,454e3,444600,429900,423300,420100,413400,416100,415300,417300,412200,413200,405900,405100,405e3,412600,415700,415700,419500,424700,431e3,427100,425500,416200,419800,418200,421100,422200,415100,418500,418500,423400,430300,42e4,417100,406800,408200,414500,409600,407700,398200,402500,401500,397700,394100,402e3,407300,410100,409900,416600,411500,413200,409400,419400,422600,424200,421700,417300,422e3,424100,424200,424500,423800,427900,425500,428500,427100,429700,428500,430300,427800,431900,437700,442400,439900,432800,427700,428700,432e3,431900,436400,435700,445e3,438e3,437800,431400,437100,437600,443500,447200,446300,449100,449600,458100,455800,459700,462600,465600,469e3,472300,475800,471100,473500,476100,480600,486e3,486e3,487600,486100,489300,490400,494100,499100,500700,499400,501400,508e3,511300,507900,508300,505700,513500,514300,521600,519800,522100,516300,519100,519100,529200,
2993,Palm Beach County,Florida,22,241200,233600,222200,220400,218100,220800,216700,207900,195800,185300,176400,169e3,161300,154400,147100,146e3,148300,153600,159400,161100,159400,157300,155700,156500,152800,150500,148700,148600,146e3,142400,137700,137500,137e3,135400,133e3,127600,122700,119600,120300,120600,118600,115900,114100,116700,115400,118800,117100,119500,118900,123400,126600,130900,132500,134900,137e3,140200,142500,146300,15e4,152200,151700,152300,156600,160300,162500,164200,166200,169100,171800,175300,176600,176400,178400,178400,179900,181200,185e3,185100,185200,184400,189e3,191100,192900,192600,194700,198100,205400,208900,209400,207600,206600,210300,210200,213e3,208600,212400,213300,221700,222700,223700,224800,225900,228900,229e3,228300,226700,223900,228600,230500,235700,234100,235700,234900,237100,240900,243500,245e3,245400,250500,254400,258300,256400,252300,247200,244500,244100,248e3,253400,259200,257200,254e3,254100,263100,268100,266700,259100
2241,Cuyahoga County,Ohio,23,,,,,,,,,,,,,,,,,,,90300,94700,98600,98800,98100,99600,99500,100800,101200,100200,92900,87100,82400,87100,94300,99700,96500,84900,79900,77900,77200,79800,81e3,86200,82700,81200,78300,79500,80200,78500,75600,78300,82700,84200,85900,85e3,87700,84100,81900,83600,85700,90600,88600,86800,82300,85300,89300,93800,92800,90700,89800,88600,88e3,85900,88200,91700,97e3,97500,98e3,99300,98600,99500,96100,98300,98400,97500,97e3,92300,95400,95100,99800,97600,97700,93800,92400,92300,94900,101500,100700,103200,100800,103300,101400,103e3,103100,104600,107700,109600,113100,111800,111300,111700,112600,109900,107100,104500,108800,114900,120700,121400,121e3,121e3,124e3,123100,121100,116e3,112e3,110600,114200,117100,121200,122e3,126e3,132200,133700,134500,129800,130200
3165,Hillsborough County,Florida,24,196100,186500,180700,176300,174500,170200,166200,158900,154400,146600,140200,133200,128400,126900,124200,125200,125e3,125300,125100,124800,126700,126300,125100,123400,120700,119600,119100,120100,116100,111900,106900,107400,105e3,105800,100600,93600,88300,85900,89700,92100,98700,102e3,105700,104600,104800,104e3,105100,105e3,105700,107200,108700,111400,112800,115800,114900,117800,122600,128200,128e3,123900,125700,129300,135700,134600,137100,140300,142500,142500,140200,141100,139100,137500,134700,133800,134200,136400,14e4,142900,144600,145500,146100,147600,148800,149600,151e3,155500,159300,160600,159600,159500,161200,162500,164400,166100,169200,173200,175900,181100,182200,184900,181600,182300,181700,182700,182600,182600,185500,187400,190400,190100,190400,192e3,193100,194300,194e3,196500,2e5,202300,204300,206700,208e3,209700,209100,209800,206700,204700,204400,205800,210800,214200,222500,228900,231900,231200,226800,226600
2614,Allegheny County,Pennsylvania,25,88800,92e3,91400,91900,95200,94e3,92700,89200,89500,85400,81500,83600,86400,89300,91200,96800,102500,104900,106900,107100,108900,107500,105600,106400,107800,110300,109200,109600,107700,107600,108400,111400,109900,109300,106500,107800,107200,105700,105600,106600,112100,113300,112100,109300,108e3,105300,106600,108700,112600,116e3,116e3,118600,119e3,119200,119200,118500,117300,115300,115800,119300,121300,121500,120500,120200,121700,122300,123600,121900,121200,120600,117e3,118e3,119200,124800,123500,123700,122600,126500,127300,128200,125200,126900,127e3,134300,135200,135400,129600,129200,131300,132100,132e3,131e3,132400,132600,135200,141100,139800,137700,131600,132800,133200,132800,132200,132600,133500,134900,135200,137600,138400,139700,139900,141100,141500,140300,139200,141100,144600,143800,142900,149800,157800,157400,148700,145500,147e3,149e3,148700,150400,150300,152800,151900,162500,164e3,166600,155600,
1950,Oakland County,Michigan,26,158300,150500,145500,136300,133300,130500,132300,129700,122e3,116900,108800,100500,90300,81400,80700,78e3,80600,81500,90300,95300,104400,108e3,111100,105500,100100,98100,103400,107100,107300,101300,97700,95200,98700,100100,106400,101200,96600,89500,9e4,94100,97600,105100,108100,113400,112300,112500,109100,106300,103600,102e3,107600,110800,116800,122100,122500,129200,124600,132900,131500,139200,140600,142500,142500,143400,147500,155400,157900,162700,160700,162e3,159400,160900,157900,159600,162400,167800,168800,172100,178500,177700,173300,170800,174300,176800,176600,177100,177300,179800,179200,179800,178300,180700,182600,184200,186200,187100,188200,187500,188200,190700,187700,190300,191800,199900,200700,200100,200100,200700,203500,210200,215900,217300,205400,198600,200100,209100,214700,217700,217800,220100,220500,225e3,228300,227e3,22e4,217900,219100,225100,225300,230200,229200,227200,224700,226700,233900,231300
2288,Franklin County,Ohio,27,130800,129400,130900,129500,127300,123800,122100,120300,116300,114200,115200,113800,111400,110400,114200,118e3,122400,126200,129100,131500,131300,129100,121200,122300,121900,125600,122400,123600,117e3,113400,107600,108700,109300,118200,118700,112100,102900,103500,107200,109900,112400,115900,114e3,109700,111100,115200,116600,109800,104700,110100,120400,129600,133900,132500,129700,124900,124500,127e3,129300,128200,124700,122200,124800,129800,135600,137800,136e3,131700,132800,133700,134300,134600,135800,139500,138500,140300,139700,140900,140600,142500,142400,141400,14e4,155800,157100,157900,144600,143800,142800,142500,142600,142200,140300,139600,139600,143300,149e3,152900,153400,151100,152500,153e3,157400,160300,163100,164200,166300,164600,162700,161300,164900,165700,165800,164e3,164e3,165800,167700,172400,173700,177e3,175100,173500,169100,169300,169300,171600,171200,173800,175600,180900,179200,183600,183500,187200,184400,182500
2339,Hennepin County,Minnesota,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232800,234500,236400,234800,235700,236100,237900,236200,234100,233600,236300,237800,240300,242300,240100,239700,241600,245200,248200,248700,250600,250700,249300,25e4,252100,256900,260300,263400,268e3,271e3,270600,267500,262200,263200,265900,271200,272800,274400,276600,281e3,282800,282700,281800
1287,Orange County,Florida,29,222400,217500,206900,205500,203500,203600,199600,191600,184400,175500,17e4,161900,148100,135700,122600,118600,112600,114800,113900,117600,115e3,117400,109100,104600,98500,98900,100800,102200,104700,101300,97e3,94800,96600,94e3,91500,83400,87400,89400,97400,99300,102200,104100,105700,106e3,113500,115700,117300,110900,110100,109200,111800,115300,119e3,121600,123300,124900,125800,126200,129400,134200,137800,140700,140700,140700,141400,148900,153800,156e3,156500,156300,155900,154300,154900,157300,159e3,160200,161300,161e3,162e3,163e3,162200,161700,162500,165200,169400,169800,172100,172300,174800,175800,178500,180900,183800,186600,189100,189800,188600,188600,189300,193300,196400,200100,2e5,201100,202100,203900,206400,205300,206200,206800,210500,213300,215100,216600,216900,218e3,217900,222800,229300,243300,247700,251600,250300,255800,257500,258e3,258e3,261100,266200,270700,271400,273400,266100,262100,261e3,
1694,Fairfax County,Virginia,30,416600,399800,383e3,377400,375100,370500,358400,353700,345e3,334600,325900,322400,327400,328100,333800,342500,357700,370600,380300,375500,370700,366200,372100,374600,375300,375e3,375400,381900,395400,407500,409900,404400,394500,395e3,388700,390600,387900,391400,390600,393400,399900,408200,416e3,411300,412200,404200,399e3,392500,394900,401600,411300,414500,419500,419300,425e3,428900,432200,425900,424600,426e3,433e3,434200,434700,442700,446400,452500,448900,450900,447e3,442400,441300,437300,439800,439700,444700,446100,446500,449500,451900,459200,458800,459200,454500,458600,460100,460600,460300,459100,459700,458e3,459e3,459100,460400,455700,456400,455900,460100,458100,458900,461400,462600,462700,460300,460300,46e4,462200,463800,463900,473400,475400,482100,475800,475400,472200,470500,472500,477600,483e3,486200,494100,500100,501800,495200,497900,500400,500500,494800,494100,497700,497200,503700,502700,514700,519400,523e3,
3159,Contra Costa County,California,31,451500,406600,374600,352700,340900,325200,310200,293200,275400,258600,247300,237300,228100,218600,214700,220200,232900,245300,255200,265e3,276e3,285600,283800,279500,272800,268100,268400,269400,279500,280700,285e3,274100,268800,263400,265e3,263600,253800,245600,239100,244200,243100,247300,246700,251e3,254400,254500,255900,254e3,256e3,263400,279200,295700,303300,300800,305800,308600,316800,332900,340900,346800,339100,360600,383600,404700,415400,419600,423600,419400,421100,427600,436600,448900,442e3,435800,427200,426700,430800,429e3,436600,438200,433e3,429400,426100,441700,447e3,452600,449300,457200,458300,468800,466200,468800,464800,472900,478500,479e3,479100,481200,492600,494600,498700,492500,491500,492700,500500,506100,515400,516800,522300,527100,532e3,535800,530100,536100,54e4,556600,563100,563700,560200,564100,574100,582800,585200,588100,585300,581600,579900,589500,602300,599300,596700,603100,604800,603800,596300,607900
2840,Salt Lake County,Utah,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239900,238200,238500,235500,237500,237700,240500,239500,238300,243700,244400,246300,244600,246600,247400,246500,241700,242900,246900,252900,254600,254e3,256200,258400,257300,257100,258100,259700,260300,261300,264800,270100,271400,271800,269500,271800,273e3,274900,274800,278600,279500,282400,288300,293600,297e3,295900,294300,293300,297600,304600,310700,312900,314700,316300,315100,314800,315900,318900,320300,324700,327900,331200,327800,328700,331400,334700,337100,338200,
