"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03"
"Del Rio, TX",595,164900,157500,151500,155250,151500,155250,166400,168950,159000,159900,150000,145000,145000,136000,147450,148950,143950,149500,157500,153250,145000,149900,149500,146250,149900,144900,144900,148250,125500,128950,127500,134000,139000,139000,139900,139900,150000,139900,150000,156500,155000,154900,154900,152000,149700,144500,150000,149900,154750,158450,159450,164999,152000,158500,153450,150000,159000,158000,158950,158950,159900,164900,165000,169900,174200,183000,190050,190450,189900,185000,186000,174650,175000,175000,175000,181500,174900,172450,174950,169900,168750,175000,169450,164950,174000,178900,169900,186675,169450,173250,169000,165000,160000,169900,166803.5,174950,170000,163000,166350,176500,175800,184900,187250,187400,184700,183000,179000,175000,183250,175000,182000
"Clovis, NM",596,,,,,,,,,,,,,,,,,,,,,,,,,,,158750,166000,169900,175000,177500,171200,174900,170000,170000,169900,172300,169945,172000,175000,171000,172000,178000,166750,169450,162999,159900,159950,162000,162000,169900,169900,173820,169900,168500,169900,165000,164999.5,166000,165000,169900,169900,169000,174700,174000,179450,175000,174900,177750,175000,159900,159500,159900,159900,165000,174900,174950,174900,169900,168000,165000,159900,155000,155000,155000,159900,163500,165000,165000,157000,161000,160000,159450,164000,162000,163000,169250,169900,168700,174900,165000,169500,178000,178000,179900,178000,179450,177700,175000,174900,181000
"Norfolk, NE",597,,,,,,,,,,,,,,,,113950,111900,110925,113500,109100,110000,109950,104450,99950,98700,99000,93900,105000,109925,105000,104900,98500,99950,1e+05,1e+05,105000,99950,109950,108750,108000,108000,109950,113475,109950,115450,114900,113000,114900,99750,113450,119925,114950,109900,122225,119900,124700,122225,124500,119900,119250,119950,119950,130000,141450,139900,139900,139900,142222,139925,149900,156500,149900,149900,149900,144950,152225,164950,178000,171975,169900,169700,169900,174450,173900,169900,169000,179000,174450,168000,169900,174000,169925,168000,164925,154925,149900,165450,174950,174950,169900,179925,179000,179900,182500,179963.5,177450,169950,166225,163000,167000,174700
"Washington, NC",598,225900,218750,229000,210000,205000,199900,199900,199900,199500,199900,199000,185900,192400,195000,189999,189999,199000,195000,188750,189900,189900,195000,196750,189000,199000,199500,199500,190000,189000,189000,189000,185000,179900,180950,193500,193500,199900,199900,199900,199900,199900,199900,183700,182500,189000,185000,189000,195000,195000,187950,186000,189900,189000,189900,189000,189000,189000,189000,189000,187500,187000,198500,199900,199900,209950,199900,199000,198000,199900,199900,197250,194250,195000,195950,199900,199000,202000,198900,199900,198900,199945,218000,218700,219900,218500,218700,229000,239900,249900,249000,249000,229000,219250,224900,219000,215000,227500,225688.5,238400,240352.5,239450,249900,245000,244900,247250,239900,231950,229900,234000,239900,239200
"Corsicana, TX",599,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,148250,147900,149000,134700,144250,147900,150000,140000,147900,149000,145000,147700,145000,147500,149000,144975,139987,145000,149000,149900,150000,151700,154900,149000,147900,148900,149900,149900,148670,149500,148175,139900,143000,149500,143000,147200,159900,159900,155000,162500,165000,175000,169900,172450,165000,158900,159950,171450,174950,175000,177750,182500,189900,189900,175000,175000,165000,145000,148500,151000,168750,164700,159950,169900,164700,169900,159900,159950,154000,149900,158750,169750,195000,195000,195500,188500,174400,169000,164900,170000,171500,189900,175750,179500
"Freeport, IL",600,115900,109900,112950,118900,112500,111750,112400,111150,110000,109900,109000,99900,98000,96900,96700,109000,109900,114000,113750,110000,109900,107650,100449.5,99500,99500,95500,99900,99900,105000,101450,99900,99900,99000,94411,92900,89900,89900,88000,88900,93999,95900,96750,95900,92500,92000,89900,89900,89900,89999,95000,99000,99500,99900,99900,99500,99300,95000,97000,94900,89900,89900,88900,94900,94900,99900,104900,104900,99900,95900,94900,89900,85950,86000,88900,89900,92900,94900,95000,94900,89900,89900,89900,89900,84900,84900,85900,84900,89900,95000,95000,92900,95000,91400,87500,85000,86700,84900,86900,86400,89900,89900,94900,94900,88177.5,92250,94900,92500,93700,92250,95000,99900
"Starkville, MS",601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257750,265450,264950,265000,264700,256500,254950,249900,249900,254900,259500,248950,245000,240000,239000,229900,229950,232000,235000,238000,245000,249900,249000,252000,249900
"Burlington, IA",602,99900,107400,99900,104900,110000,108950,109900,109900,111450,109900,104900,99900,98900,109900,102000,104900,112900,114000,109000,99900,97000,99400,97250,89500,89900,89900,96000,99900,109250,109000,107750,107500,102000,99900,99900,95000,1e+05,1e+05,102250,112400,112400,104900,1e+05,99900,99000,99500,99700,99900,99500,104000,114900,126950,124950,138000,127900,124950,116400,115000,115000,114900,113900,109950,111450,117500,117000,109900,110000,115450,111450,113900,106000,98900,99400,99900,106000,112000,115000,115000,118000,116950,129000,129900,129900,129900,130000,130000,124450,128750,125950,119900,119500,115000,112000,110000,112250,109900,109900,118500,109900,117000,118150,123500,119450,119000,120000,129000,119900,114949.5,118000,118000,119950
"Cadillac, MI",603,119900,119000,119000,115000,117000,115000,119000,119000,114900,109950,112000,109900,105985,99900,104900,104900,109000,107750,109000,110000,109900,99900,99000,93500,90000,94900,95000,96900,99900,1e+05,104950,105000,99900,99900,99900,99900,99500,99900,103400,105000,109900,109450,109000,109000,105000,99900,99700,94900,94900,94950,99000,99950,109450,114900,114900,114900,115900,114900,107900,99950,99900,99900,97900,99900,110000,111000,112000,109900,106450,99900,99900,105000,99900,108000,114900,119000,119900,127000,128000,124900,127437.5,125437.5,119000,116000,117900,117000,120000,129900,129900,134900,137950,129900,130000,136000,129900,119900,124900,133707.5,138900,139900,147500,144999,139900,144950,149900,147450,139900,139900,129900,129900,134700
"Ardmore, OK",604,136950,139900,132950,129900,129900,147950,149900,149900,149900,149900,149400,149900,139200,138700,139900,138900,139900,146500,152500,149400,146200,139900,136700,134950,137450,139900,157000,159900,157500,158900,149900,154900,169250,165000,166000,155000,149900,159900,158500,159150,159900,159900,162500,165250,169250,167700,159900,149900,149900,159900,163000,159900,159950,159900,169500,169000,164450,159900,179900,192400,189900,189900,189450,179900,188900,183200,178000,156950,149900,149000,149500,149950,159000,159900,167950,168150,169500,173450,169900,164900,165000,164900,160000,160000,177500,179900,174950,172450,184950,179900,179900,169900,167250,164900,159900,157400,155450,159450,160000,160060,165000,163539,165000,165000,160000,159900,159000,159900,159000,156000,157117
"Kendallville, IN",605,119700,115950,119900,126000,127000,127500,119900,117500,115450,112000,109900,90950,103750,103750,106950,114500,114900,114500,122900,124900,124900,124900,119900,114900,114900,109175,112500,113700,104900,110000,116200,112500,113700,103500,108900,108200,104250,102900,104500,109900,109900,109900,109950,109900,109900,114900,115950,112375,113250,121000,139900,133700,133200,134950,131500,129900,124900,124900,116500,122000,114900,124900,124900,119900,124900,124900,120728.5,119900,119900,119900,124900,119900,123875,115700,129500,130000,139900,139900,139900,137500,129250,128250,126700,135700,134900,134500,139900,138000,134900,134500,134900,128900,134700,132900,139900,129950,133700,131450,129900,139900,148500,148500,140000,148500,150000,155500,155900,152400,140000,151200,155000
"Nogales, AZ",606,168000,159900,159900,159950,159900,159000,158950,158900,164950,166900,170140,189000,175000,177000,165000,164900,164200,167450,165750,163700,159950,159000,159900,164900,165000,154700,144900,161450,169450,160000,169450,174700,178900,179000,189700,189900,189900,189000,190000,197750,199450,196000,190000,189500,198000,198000,198000,190000,189000,189900,195000,198000,215000,215000,199900,215000,207500,199900,199900,219950,229000,199900,229000,238750,219950,225000,229450,219900,230000,239000,239000,239950,239450,229450,225000,232900,247000,240000,239000,227450,229000,238500,224000,227900,247000,237950,242450,239000,230000,239950,239250,239000,249000,239500,249000,250000,249000,255000,260000,265000,259500,250000,258500,255600,249900,259000,265000,259450,260000,274500,275000
"Oxford, MS",607,209900,204500,199900,199995,199900,199900,198900,199500,199900,199900,198200,189900,191500,179900,179950,195000,199000,199700,2e+05,2e+05,209450,209450,2e+05,199999.5,194900,193400,199500,187500,189900,185000,184950,196200,2e+05,205000,199900,194900,195000,198000,195000,199800,195000,208000,205000,220000,222750,205000,209250,209000,189700,189900,198700,194900,194900,194900,200450,214500,212450,215387.5,232450,249950,239950,249000,249900,251900,259875,271000,269900,279000,279900,289925,279900,269250,269000,265000,259000,249000,240000,240000,239270,239900,269000,279950,299999,291500,267265,286500,274600,269900,279900,299900,315000,290000,310000,299000,299000,299000,305000,295000,287550,279000,269450,265900,269000,265000,265000,260000,265000,265000,259000,251850,254000
"Bogalusa, LA",608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139000,126999,129750,139351.5,129950,138951.5,135000,132700,132900,135000,139000,137400,140000,155000,145000,139000,149900,165216,152500,149802.5,159430,149950,144250,144500,154853.5
"Plymouth, IN",609,145000,148250,148000,149900,149900,156950,149900,144750,146900,146000,142500,132000,129900,139000,139900,139900,149900,155000,149900,150000,154950,154900,156500,159000,155900,149900,159900,155200,149900,143200,148000,143500,145450,141200,132500,139900,139950,140000,145000,146500,142900,145450,159000,164950,159000,159900,149900,159000,159500,164950,164950,171247.5,179000,172500,154000,159900,154900,149900,150000,154900,160000,160000,159900,159900,154900,154900,158850,159000,154250,154900,152700,149900,149900,150000,150000,164700,164900,164900,164700,164500,159900,157750,159900,165000,157000,160000,162000,169500,175000,173950,174900,175000,174900,169900,169900,175250,172900,185000,182400,189900,185000,185000,176500,177200,172250,172500,174950,175000,174700,165000,179900
"Gardnerville Ranchos, NV",610,359500,349990,337800,332000,330000,334900,324999.5,325000,329000,329000,315000,3e+05,299000,275000,288450,284250,284500,279900,277750,284900,297900,299900,319990,319990,325000,299999,319990,299000,315000,325000,339000,349000,349000,339900,339000,363800,369000,349250,359250,349450,349900,374900,386000,399000,399000,399000,399900,375000,375000,359000,359495,375000,389950,398000,399900,399900,389000,399000,399999.5,399000,399000,395000,399800,399000,399800,4e+05,399000,398500,399000,399000,405000,409350,399500,410000,404450,419000,422862,421362,430805,445000,449950,459000,478000,484000,472450,479900,461450,472450,474900,465000,479000,489000,499000,499900,518000,514950,525000,525000,505000,5e+05,499000,516200,524987.5,5e+05,5e+05,510000,518900,519000,519000,509500,5e+05
"Tahlequah, OK",611,134500,139000,139900,139900,134500,135450,139900,139700,139900,137000,130000,128700,129000,125450,126250,129000,129900,129950,126600,129900,129900,127000,126000,127900,129450,127900,129900,129000,129000,134000,136900,134500,137900,135400,129900,129500,122250,133950,134450,135000,135000,134900,129900,129900,129900,129900,129000,125900,127250,125000,125000,124900,124900,124900,125000,124900,124200,129000,129900,125000,125000,125000,125000,109900,115000,115000,129950,129450,129900,129900,129000,131000,126500,129450,129900,130500,134000,132500,129000,126200,129950,129900,130000,134500,133650,129900,133000,129900,135000,135000,135000,135000,139000,139450,145000,142650,139000,139900,134900,134900,130000,135000,139900,131500,129900,129900,139900,144900,149000,141400,149900
"Madisonville, KY",612,125000,127500,124900,125400,112000,113450,119500,111950,104950,99900,99900,99700,97000,95700,94500,94900,94900,89900,89950,99500,107950,110900,110400,114900,116950,114900,109900,109900,112900,114000,114000,123200,119900,109950,112900,119900,119900,110900,113950,109900,105400,109900,108700,109000,110000,119450,115000,110900,115000,114900,115000,127900,124500,119750,119750,115000,119900,119900,119900,119900,120900,119900,119250,114950,119900,128700,129000,127450,134950,133450,139900,129950,129900,127950,130000,129900,129900,129900,129900,129900,129900,129900,134900,134900,135900,135000,134950,134900,131950,134700,136450,134900,134900,134950,134950,135000,137950,139900,149900,143950,139900,138900,132900,129900,132900,129900,129900,129900,129900,129900,137500
"Cañon City, CO",613,184900,186000,179900,179000,177200,178500,175000,169900,169900,169900,169900,169000,166500,169500,168250,165000,165000,165000,159900,159900,162250,159900,167850,159900,159900,159900,157700,159500,159900,159900,156000,159900,159900,159900,159000,159000,154700,154900,150000,155000,154500,154900,159900,160000,167000,169500,169500,169900,173000,174900,174300,169900,174300,175000,175000,169900,169000,169000,169900,169660,175900,179500,179414,182090,178950,184900,179950,180000,179850,179900,189000,189000,180475,184500,189450,192500,199900,199900,195000,199000,197400,194500,192500,189900,199675,209500,214850,214900,220000,214925,218712,225000,219900,219773.5,225000,229250,225000,238736.5,239900,255900,259900,260000,269900,269920,249900,252450,259900,259000,262900,249900,265000
"Ruston, LA",614,172500,159450,159900,149900,149000,150000,154900,150250,145000,146439,149250,149000,149750,152050,152050,150750,155250,155000,156200,155000,148187,155000,140000,129950,129700,121250,123000,129700,125250,130000,128000,135000,139450,144900,152500,139000,153000,156250,154900,140500,145000,149000,156950,150000,155000,159750,156500,168250,169950,165625,149900,154500,152000,160000,178500,188000,179900,184500,180000,179950,194000,199000,198250,197500,219700,230000,235177.5,2e+05,217000,219000,209900,209950,199900,217500,233000,227450,229900,249750,249500,257500,249500,215000,231000,267000,240000,240000,269900,271500,249500,263750,269700,276000,259900,260500,259500,255000,259250,259500,268500,255000,268000,277000,274500,275000,275000,276000,269500,276000,276000,275000,265000
"Hillsdale, MI",615,,,,,,,,,,,,,,,,109900,109900,109900,104900,99900,109900,99900,99900,98000,99450,109700,104450,104900,109900,109950,109449.5,105900,105900,99900,1e+05,99900,104950,113450,104900,109000,105000,111000,114900,114900,111900,105900,104900,95500,95000,99000,99700,114947.5,124900,123400,119950,114995,119700,124900,120000,112450,105000,112350,114950,117900,124950,128900,129000,129000,127900,124900,125900,119900,116700,119000,127000,127000,129000,127500,124950,126000,129900,129900,129900,129900,120000,129749.5,129900,129900,134000,135450,134900,135000,129900,128750,124950,124900,129000,123900,129900,129900,129650,134900,139900,133000,134900,132950,134900,130000,129950,129900,134900
"Lewistown, PA",616,,,,,,,,,,,,,,,,,,,,,,,,,,,91900,99900,99000,99900,98000,95000,99500,99900,95500,99900,103400,99900,99900,90000,89900,94700,98500,94900,94000,89900,87900,84950,84900,89000,79900,89500,89900,93250,98950,92500,91200,92500,97000,89900,90950,89900,90999,92450,99500,89900,89900,90950,92000,99900,99250,99000,93900,107450,114950,119900,115000,119900,119700,119900,119900,110000,99500,93950,95950,99900,1e+05,97950,109900,107000,99900,109900,109900,109500,109250,99000,99250,99900,105000,119000,110000,107000,109000,110000,107900,114900,109900,99900,109000,105000,105000
"Rockingham, NC",617,90000,93000,98950,99900,93900,95500,99900,104000,109900,111900,99950,106000,99450,95000,94900,99900,99950,99900,99900,99900,96900,92000,89900,89000,88750,89900,89125,89900,95200,95200,99000,89900,89900,89900,89000,84900,80000,79900,81500,84900,88000,88450,88950,87000,89900,86000,89900,89900,89900,94450,99900,94950,90000,95000,94950,89950,93400,99900,99900,99000,98000,99949.5,109000,111950,107400,99900,99949.5,98000,99900,99500,98850,98500,91500,94950,99000,106900,112500,110000,110250,110000,111950,113900,114950,110000,110000,113950,115000,113500,108500,105000,103900,107000,115000,120000,119000,109900,109900,109900,114950,120500,129900,129450,117000,114000,113900,114000,110000,109950,115000,112000,114900
"Ponca City, OK",618,124450,123950,123900,120000,120000,119500,119900,115000,110000,99500,97750,93000,94500,95000,89900,93450,94200,89900,89900,89000,89900,86200,84900,84900,85450,88900,89450,87500,79250,79900,82900,84900,89900,89900,95000,95000,94500,90000,89900,85000,98450,98000,95000,98500,98000,105000,107500,98000,93950,95000,98000,98750,104500,107900,109900,112450,105000,105000,109450,105450,109950,115000,115000,113900,110000,116500,118500,114900,115500,109000,99900,89999,96750,99400,112000,107000,110000,110000,114900,114950,112000,112000,109900,110000,105000,104000,99900,99900,108000,99900,104900,99900,99900,108450,109700,99900,117000,109900,109900,105450,112900,119000,119900,115750,114900,110000,105000,99900,100950,97750,99900
"Blytheville, AR",619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97500,94750,89000,88500,84900,89000,85200,81900,78500,85500,79900,78250,78250,74900,78000,73900,68200,80000,79900,76900,78950,74900,79900,85000,79900,79900,83500,86900,85950,86450,84950,80000,85000,85450,89950,81000,91000,89900,92963.5,104950,110000,112000,108000,110000,109900,110000,103950,106000,99000,98500,105450,99700,98250,101950,99000,95000,93900,94900,90000,90701,89000,84950,85000,88500,89900,92500,90700,94900,94900,92900,90900,90000,88888,85000,89900,96000,109900,109900,109950,116000,115000,109900,115000
"Red Wing, MN",620,177900,178450,169900,177900,172500,172200,168700,164900,164900,159900,156900,159900,169900,167900,169900,164900,156900,159900,159900,157150,154950,149900,159900,159900,159900,159900,169850,159950,159900,164900,169500,169500,157500,159900,159900,149450,142500,159900,167000,167000,169500,165800,164875,166300,159900,158900,159875,159850,150000,149900,169500,175000,179000,189900,179900,179900,184700,174900,174900,175000,175950,175450,179900,185000,189900,195000,196400,2e+05,207900,2e+05,189900,187900,189450,189900,187585.5,189900,194900,192675,209000,214900,209900,216000,199900,210000,212900,214900,219700,219900,219900,219450,210000,220000,229900,234900,229900,218000,219900,235950,235950,252400,254900,249900,249900,249950,244900,248675,244925,259950,259655,249900,260000
"Shawano, WI",621,159900,157400,149900,148900,145650,139900,143450,134900,134900,137080,139900,137080,134900,139900,134900,139900,137080,137080,134900,134900,139900,139900,139900,135000,144950,144800,140950,134900,136950,134900,137500,134900,129700,127900,124900,120000,124900,120000,123700,124900,124900,124900,124900,129500,119900,119900,114900,114950,118600,118950,119900,119900,125750,129900,130000,129900,129500,129000,129700,125900,119900,129900,134900,137900,139900,139900,135500,139900,139900,139900,138750,138500,139900,138900,139900,138900,139900,138500,135000,135000,134900,134900,134900,129900,129900,129950,131250,138500,139900,134900,129900,137700,132400,129900,139200,129900,138000,134900,139000,144900,141400,139900,139900,142700,134900,136500,139000,129450,134900,129900,135000
"Cedar City, UT",622,169900,167900,160000,168999,160000,159900,164950,160000,164900,159950,156200,150950,150000,150000,149900,149900,149900,150000,149250,144900,140000,139900,134900,128500,135000,129900,129900,125000,136900,137500,139900,139900,145000,149000,149900,149900,155000,150000,150000,149900,150000,150000,156675,154900,169000,149900,149000,154900,158875,165650,166300,172289.5,169900,175888,176000,172500,173450,169000,169900,169900,169900,169900,169900,174900,179900,185000,189900,186900,190000,198950,214900,216000,199997.5,194900,194900,189900,195000,204950,209000,209900,214900,205000,209900,214950,214900,214900,219900,219900,224900,220000,220000,224900,220000,233850,234900,235000,232700,237750,238250,239950,239900,244900,239450,238000,242000,243650,244000,240000,238000,244900,249900
"Gillette, WY",623,229000,225000,225000,224900,223400,217900,217700,219900,219900,219900,214975,214900,209700,191900,209900,209900,210900,219900,229900,229900,229900,219450,219000,225900,216900,218450,227900,225000,223500,223200,223900,219900,217750,216600,219900,219500,218000,222000,224950,225900,225000,225000,229900,224500,229995,224500,215000,224500,222200,234500,225000,229000,237700,234900,234900,236500,235500,239000,239900,239000,235000,224900,228200,234450,244900,239900,239900,240000,239900,242400,239950,240000,240000,244900,239900,235000,232850,229000,229000,227250,229000,224900,219500,211000,209900,208950,209900,214900,216250,216250,215000,215000,213000,214900,210000,209950,210000,209900,214450,215000,218000,224950,229900,225000,224900,219900,215000,215250,215000,219450,219900
"Newport, OR",624,349000,349000,349000,329000,327000,325000,324700,319000,315000,299500,299500,294950,299000,289500,299000,299000,299000,289700,289000,285000,284900,275000,269000,254900,265000,260000,259000,259000,259000,259000,260000,269000,259000,259000,259900,259900,269500,274900,274900,275000,279000,277000,279000,279000,275000,275000,279000,279000,279000,275000,275000,275000,265000,268000,279000,279900,280000,279700,289000,284450,279950,290000,295000,295000,289000,289000,291800,299000,298500,299000,299000,295000,298250,289000,298000,3e+05,299625,299900,299949.5,299900,3e+05,309000,315000,319950,319950,325000,315000,324900,325000,325000,325000,325000,335000,335000,339975,339000,339000,338313,349000,350000,349500,349000,334250,349000,345000,349000,339000,349900,342900,349000,350000
"Wapakoneta, OH",625,124900,124900,124900,119900,118700,119000,118500,118000,118900,119000,119900,117900,115000,116450,114900,114900,114900,114900,114900,113950,110900,112700,109900,109900,109900,115000,116900,109900,116900,114900,110000,109450,109950,107400,109900,104900,109900,104900,104900,105900,106900,104900,105000,105000,109900,109900,107500,107700,107500,109900,111000,114900,117000,115900,115000,115900,114900,110450,114200,107000,107900,105750,114900,115900,119900,119900,119200,119900,120950,122450,121950,119950,122000,121000,124900,124900,129200,129900,128250,127000,125000,125000,126450,127000,126350,124900,122500,122250,128900,129900,129900,134450,130000,130000,132950,134999,132250,135000,139350,144900,145000,143500,144900,139900,139900,149900,144950,149900,154950,154050,158950
"Huntingdon, PA",626,,,,,,,,,,,,,,,,,,199900,199900,187450,199949.5,205900,199949.5,199900,199000,194500,187450,204900,206573.5,222450,205900,199949.5,203450,199900,194900,194900,199900,199900,183500,164900,160000,169900,164900,159900,165000,139750,149900,153700,159950,149900,159900,159900,159950,159900,159900,158450,149900,144900,139900,129999,129900,139900,148950,149900,171450,179900,176000,149900,145900,149900,160000,149450,158950,158000,152400,174900,165000,164900,169900,147000,149900,149900,149900,139900,138000,137000,129900,127400,127450,144900,134900,143949.5,149900,148750,148500,146700,137400,149900,142450,159900,169900,169900,164950,164700,149900,149900,139900,149450,134900,134900,149500
"Bellefontaine, OH",627,118950,119900,124900,123900,123900,119900,122950,121900,122900,119950,119900,118700,114900,115000,114900,115000,124900,129187.5,128400,129900,129900,129900,129900,129500,125000,126450,125000,125000,125000,124900,124900,120000,122500,119900,115900,110000,109000,104900,109900,113400,124900,124900,126450,123900,124450,129700,125000,125000,125000,124400,123900,125900,129900,128450,129900,127000,129900,129900,128000,125000,121900,119900,119900,124900,128500,129900,134900,134900,134900,128750,128200,125000,124800,122900,125000,129500,134900,139900,139900,139900,134900,141900,139900,135000,129450,134900,139900,137700,139900,149900,146900,139900,139410,139900,139000,139450,132900,139000,145000,159900,149900,159900,150000,149900,139900,139900,139900,149900,149900,149900,149900
"McAlester, OK",628,119000,115000,114950,117000,120000,124900,110000,119000,114900,119000,127450,119925,115000,129900,124900,119900,119975,134700,129500,124900,120000,119950,119900,118500,115000,118250,124900,115000,122450,116500,124000,122400,119900,118250,119900,119900,119900,114950,115000,116500,115250,124500,124900,123500,119000,117900,115000,119650,119900,115000,114999.5,115000,116250,119950,117500,119900,119900,125000,124900,125000,124950,125000,128499.5,125000,119900,123500,124950,129000,125000,125000,129500,122950,119900,115000,124900,125000,129950,130000,129900,129900,125000,123700,122500,119000,120000,119900,121430,128900,129900,128900,132602.5,129900,129900,124900,126250,129900,129900,133000,138750,145000,145000,139900,144200,144900,149900,149500,148500,149900,144950,149000,139900
"Blackfoot, ID",629,169900,160000,159900,155000,146623,146623,144450,145900,147900,145000,147400,145000,144999,144000,148700,148450,144900,139900,139900,144450,140000,139000,136900,137000,134900,137000,138500,140000,149250,149700,149500,153950,160000,154900,149500,149000,140000,140000,138750,138000,138250,138750,135000,138900,145400,130000,129400,129400,127900,129000,131000,139000,145000,150000,152900,149900,144900,149999,149900,136900,136000,143000,149500,147500,149500,140000,141900,139900,140000,139900,141500,141000,142000,139000,147500,150000,148000,159500,159500,159500,159900,159900,159900,159900,159450,157000,159000,169950,170000,159950,160000,155000,165000,161500,155000,156538,172250,175000,189500,189750,191500,198000,193000,191500,180900,184000,188500,189000,193950,191000,197000
"Moultrie, GA",630,148000,140000,138400,134900,134900,132000,129900,127500,122400,129900,134950,129900,131200,129900,139900,139900,139900,139900,139900,131900,129900,127000,127500,129450,125900,127500,119900,119900,125950,127000,129500,129900,129000,125500,128000,128000,128500,129450,129900,129900,125000,125000,120000,119900,118900,111450,111900,119400,104900,111950,113800,112900,119825,119900,119900,119000,119900,119900,119900,119900,119900,120000,120000,119900,120000,119900,128500,122450,119700,119000,118900,114900,110000,114900,114900,114950,125000,119900,127900,129900,129900,125000,129500,129900,139900,146700,139900,139150,138000,132400,139900,144950,148450,149000,149000,149900,159450,159450,160000,159000,159900,158900,150000,149950,154450,152000,150000,149900,149900,149900,159000
"Henderson, NC",631,164950,159950,162450,153900,149250,149950,154400,149900,139000,139000,149000,137250,129900,129900,129900,129000,139900,146700,139900,140000,142500,145900,149900,149900,155000,145450,149950,149500,149900,144900,139900,139900,129900,125000,129000,129450,119900,119900,119900,117950,121000,129900,122500,124000,124900,129900,125000,119900,118000,122900,124900,124900,119900,121900,119900,126500,122700,124400,139900,137200,135000,132900,134900,129900,149000,149250,150000,150000,147000,145000,140000,143000,143000,139900,144900,144900,144850,144900,159900,144900,154990,150000,139950,139950,129900,126400,139000,146500,150000,147450,149900,155538,154000,145000,149999,155000,149949.5,127500,139900,149900,140000,139000,149000,142500,149000,145000,149000,149450,145000,139900,149900
"Coldwater, MI",632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,123900,110000,103000,104700,99950,1e+05,109900,119900,119900,129000,124450,115900,111000,112500,109900,109900,105000,99900,101000,102000,99950,104950,110000,114000,119800,116900,109900,110000,114950,119900,119900,124900,125000,124500,131000,128900,134900,128000,129250,128000,127450,119900,129000,132000,137199.5,139500,141000,147900,139000,139000,138250,129900,129900,133400,142900,149000,149000,149000,149900,145000,145000,142450,136500,130000,132450,129900,136400
"Harrison, AR",633,144900,142400,142500,154900,149700,144900,149900,149900,152450,154900,156450,141000,139900,145450,142450,144900,139900,139800,139900,135000,134900,129900,129900,120750,129900,130000,135900,138250,137900,137900,139900,139800,136450,129900,129900,129900,130000,134900,135000,135000,129900,129900,129900,129900,129000,127500,129000,127900,128700,129000,129000,129000,129900,129000,129900,125000,123700,120000,124900,120000,124900,124900,129900,132999,141450,144950,134900,134900,129900,143950,144900,134900,128950,127900,129900,129900,129900,130075,134900,130000,129900,129900,130000,130000,139900,135000,147500,139900,146700,144900,149900,149500,149900,149995,149947.5,146200,146200,149000,149000,144950,147250,149500,145500,148500,149250,139900,139900,136250,134750,133375,143000
"Rolla, MO",634,134950,134900,139900,139900,139900,139900,138400,139000,137900,134500,132500,132500,127900,125000,126900,127900,129900,134400,129900,133900,134900,134900,134900,132900,129900,129900,129900,135000,132900,129900,128450,129900,130000,132000,129900,129900,126500,129450,129900,127900,124900,134950,129900,129900,139200,138900,139900,141000,139900,142500,150000,150000,149900,144900,140000,139900,134900,134700,126900,127900,126000,130950,139000,144500,140000,139200,139950,139900,139900,139900,139900,138900,134900,133900,139900,139000,145450,139900,139850,129900,134500,134250,129900,134500,134900,134900,134900,133250,134825,129900,129900,126000,123950,124900,128149,123950,124950,128850,129900,139900,139900,142450,149900,149900,149900,140000,149000,139000,144875,141950,149900
