"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03"
"United States",0,204000,202500,204499,2e+05,2e+05,199990,199900,199500,199000,196900,194900,189500,185000,184900,187900,187500,189900,189900,189900,189900,189500,188900,185000,182000,180000,184000,185000,187400,189000,189500,189000,187700,185000,184900,184900,182500,184900,189000,190000,198000,199900,199900,199900,199900,199900,199900,199900,199000,199000,199900,208000,214900,219000,219900,219900,219900,219000,217900,217990,214900,215000,219000,221990,225500,230000,234900,232900,230000,232900,231990,231500,229900,229950,231840,239000,244000,247500,249500,249000,246950,248040,249000,245000,244000,242000,249000,250000,259500,263108,265000,264900,260000,262000,262000,260967.5,259900,259999,267000,269999,275500,279600,279900,279000,275000,279000,279000,279000,275000,275000,279000,285000
"New York, NY",1,399000,399000,399000,398876,399000,399000,399000,398999,398973,395000,389900,385000,379000,369949,379900,379000,379000,379000,374000,369000,369000,361000,359000,359000,359000,359000,359000,369000,369000,369000,365000,359900,360000,359900,358876,350000,350000,359900,368500,369900,375000,369990,369000,364990,367500,367000,369999,369000,369925,374999,379990,389900,399000,399500,399000,399000,399000,399000,399000,399000,399000,399000,399000,403000,4e+05,418000,420000,419000,419000,420000,419000,415000,425000,429000,429000,439900,439000,439950,439900,435000,439000,439000,439900,439000,439999,449000,449990,456995,469000,474888,469900,459000,465000,469000,475000,469999,469000,489000,495000,498000,499000,499901,499000,499000,499000,499900,499900,499000,499000,499000,5e+05
"Los Angeles-Long Beach-Anaheim, CA",2,440000,429900,429900,429900,435000,435000,429900,439000,420000,409500,404000,398000,389000,389000,389000,389900,395000,395000,395000,390000,384900,378000,369000,359900,359900,360000,369000,375000,389000,399000,399900,405000,407900,403662.5,411000,419000,425000,442000,469900,495000,509000,525000,529000,529000,529000,525000,519000,509900,499999,519000,525000,539000,549000,550000,559000,555000,559000,549900,554900,540000,539900,549500,568000,584000,599950,610000,609000,609000,609900,610000,599999,6e+05,6e+05,619999,629000,639000,648192.5,649900,649888,649000,649000,649000,649000,640000,649000,649900,659900,679000,687500,680000,684900,678844,678000,675000,674999,669000,678576,695000,699000,699900,710000,719000,699990,699900,699900,699900,699000,698000,695000,699000,699950
"Chicago, IL",3,239000,239000,239900,239000,238900,238000,229990,229900,220000,220000,219000,208900,199900,199900,199900,199999,204990,2e+05,199900,199400,198000,190000,185000,179900,179900,179900,184600,185000,187900,187000,180000,179900,179900,179000,179000,174900,174900,179900,186200,194900,199900,208800,204900,2e+05,204900,199900,199900,195000,194000,199900,215000,222000,229900,232000,229900,229000,225000,224000,219900,215000,210700,219900,229900,232500,239900,240000,239900,239900,237000,235000,230000,228888,228000,237500,248800,250000,258000,259900,257900,250000,250000,250000,249900,245000,247000,254999,264900,269900,270000,274900,269900,268000,267900,265000,264000,259000,259900,272900,279000,284990,285000,287500,284900,279900,279900,279000,275485,274900,275000,284500,289900
"Dallas-Fort Worth, TX",4,175000,175000,177000,179500,179990,179990,179000,176000,179900,179900,179900,175000,172500,173900,174900,174900,177500,177820,179000,179000,175000,176990,175990,175000,175000,179000,178000,179900,184666.5,185000,182900,179990,179900,179900,183900,185000,184900,189000,196990,199900,205000,207500,205000,204000,203420,204490,200972.5,205000,208990,214834,219900,224900,229900,224990,225000,234900,230000,235000,239000,249000,252990,256500,269900,269900,264900,260372.5,259000,259000,259900,265000,269000,275990,279000,274900,284900,286000,289900,290000,289900,289900,295000,3e+05,299000,299500,3e+05,308920,314500,319900,323900,320990,319800,315990,319000,319000,316997.5,319000,322900,327199,329500,332000,334900,329990,325990,320000,324900,320990,320000,319000,319900,319990,322900
"Philadelphia, PA",5,239900,239900,244000,240000,244900,240000,239900,235000,234900,229900,229850,224900,220900,220000,224900,225000,228000,225000,224900,224900,219900,219000,215000,210000,210000,214900,219750,219900,219000,217925,214900,212000,209900,204900,2e+05,199900,199900,2e+05,209900,215000,222000,224900,219000,210000,211900,210000,209900,210000,2e+05,205000,215000,224900,225000,227000,223900,219990,222350,219900,219900,214900,209900,214900,220000,229000,234900,230000,229000,225000,228600,224900,220000,215000,212625,215000,224900,229900,234900,238500,232000,229900,229900,229900,225000,215000,214999,219900,227500,236900,239900,240000,240000,239000,239900,242900,239900,229900,229900,234900,239900,249000,250000,259900,259900,250000,250000,250000,249999,249900,245000,244900,250000
"Houston, TX",6,169000,169900,169900,169900,171450,172900,169900,169900,174840,172500,174000,170000,169900,169900,170000,169900,171306.5,173900,170990,170990,168000,169500,165997,168800,168900,169900,170000,174295,175000,176500,175000,176010,176905,175000,179000,182900,183950,190990,196500,199500,201520,206000,206570.5,207490,209947,216990,212890,214477,217000,225000,229900,239000,241045,244000,244950,249900,252000,256900,262990,274990,281990,285000,289900,296990,289000,279990,290069.5,295000,295000,299000,299000,304900,304465,291000,296000,295990,294995,295500,293909,289950,289500,289900,286500,285776.5,287000,289900,291492.5,295990,296900,295000,290000,290000,290990,289990,289950,292994.5,294995,295000,298639.5,299000,299000,298000,294995,289990,290000,289900,289000,288990,289000,289900,289900
"Washington, DC",7,315000,319000,320000,329000,325000,324900,319900,314900,3e+05,305000,3e+05,295000,285900,289900,299000,299990,315000,319900,319900,315499,314900,315000,309500,3e+05,306900,315000,328500,339894,349000,349900,349000,340000,344900,345000,347990,339000,339000,349000,357000,369900,379650,379900,375000,369900,370000,369900,365000,359992.5,357500,363378.5,375000,385000,395000,393000,389900,385000,389000,387000,384000,375000,370000,374900,385000,395000,399000,399000,379000,389000,389990,389000,383000,379900,384950,384990,397500,410000,414990,414990,409900,4e+05,4e+05,4e+05,4e+05,399900,399900,400130.5,420000,429900,431378,430000,428000,420000,421900,420000,419900,410455,410000,419900,429950,439900,439900,439900,433000,425000,425000,425000,424900,415000,414990,420000,434900
"Miami-Fort Lauderdale, FL",8,250000,249999,245000,239000,235000,229000,225000,220000,210000,209000,215000,205000,201500,209050,210000,2e+05,214900,218200,219900,224999,225000,225000,228900,229000,230000,235000,239000,230000,229300,230000,239000,239000,240000,209000,213000,215000,225000,235000,239000,242900,249000,248000,249000,245000,245000,249000,259750,254900,255000,259000,259000,259295,259900,265000,260000,264900,265000,265000,278000,279596.5,279000,279900,289000,285000,275000,279900,296000,299000,299900,299900,313700,315000,315000,315000,313000,325000,325000,329000,330000,331000,337800,339000,339000,339000,335000,339000,340000,344900,349000,349000,349900,349000,350000,349000,349900,349900,349000,349900,349999,350000,355000,358874,355000,350000,354000,350990,356000,359000,355000,355000,355000
"Atlanta, GA",9,180000,179900,179950,180000,179900,176512.5,175000,174900,169900,169900,168500,159900,156750,155000,154900,150000,152500,152900,150000,149950,149900,147500,142000,139900,139800,139900,144400,145000,149900,150000,155000,158900,159900,163945,165500,167990,169900,175000,179900,189000,192000,196340,198000,195000,198900,197477.5,192900,189900,189000,194000,199900,209000,211900,219000,219583,215000,212900,209900,210000,204900,204900,206900,209900,213500,219000,219900,219500,223990,224000,224900,223199,224000,224900,225000,229500,235000,240000,244900,244900,240000,240200,244999.5,242129,239900,239900,242000,250000,259900,264500,265000,264955,262000,263900,265000,265000,265000,269900,274900,279900,287965,290000,290000,284900,279900,280387.5,279900,279000,277446.5,275000,279900,288000
"Boston, MA",10,343713,349000,349900,349900,349900,349900,349000,342500,339900,339900,335000,325000,320000,319900,325638.5,330000,340000,345000,339900,334900,335000,329900,319900,310000,319900,327947.5,336500,349000,349900,349000,339990,339900,339900,339900,339900,337500,339000,345000,350000,365000,370000,375000,369900,359900,369000,369900,369900,362250,359999.5,377900,379900,389900,395000,395000,389000,379900,384900,389000,386999.5,379900,379900,380000,389900,399000,399900,4e+05,399900,395000,399900,399900,399900,399000,399000,409000,429800,439900,444900,442996.5,439000,429900,439900,449000,449000,447000,444900,459000,475000,479900,489500,489900,479000,469900,479000,479900,479900,475000,479000,489900,499900,509000,519000,510000,499900,489900,499000,499000,499900,499000,499000,499900,519900
"San Francisco, CA",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650000,649000,639000,599000,599888,599000,585000,575000,575000,599925,625000,645000,655000,649900,649000,627000,629000,625000,609900,585000,589000,624900,658000,689900,699000,699000,695000,679000,688000,699000,698000,675000,654995,699000,729000,750000,759000,749999,738000,700999.5,729000,738444,715000,699000,699000,735000,758000,775000,789000,775000,749000,729000,744277.5,749000,739974.5,699950,699000,749000,779000,799000,799888,799000,788000,755900,790000,789000,769900,749000,747000,769000,799000
"Detroit, MI",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,127900,125000,124900,124900,130000,142500,154900,159900,159900,159900,157000,154000,146000,139998,139999,145000,150000,159900,163000,169000,167000,165000,164900,159900,159000,150000,149900,150000,159900,169900,179000,179900,182900,179900,178500,177994.5,174900,170000,168000,173900,183000,193039,199900,2e+05,199900,199900,199900,194900,189000,182900,180000,186900,194900,209000,210000,219900,219000,214900,209900,2e+05,199000,194900,189999.5,190000,189900
"Riverside, CA",13,206950,207276,210000,212750,214900,214000,209900,210000,210000,209900,209900,2e+05,199999,199000,199900,199900,199900,199900,199000,199000,199000,199000,199000,199000,198000,199000,199000,199900,201000.5,205000,209000,210239.5,215000,220000,227000,230000,235000,240000,249900,254225,262725,269900,275000,279900,289000,289000,289900,290000,295000,298500,299900,303225,309900,310000,309900,309900,308000,303000,307250,309000,310000,314900,318489,319900,324900,326990,325900,325000,325000,329500,330000,334000,335000,336999,339000,340000,345000,348000,349000,345000,340000,342000,344999,347500,349000,349500,349977,350000,357900,359000,357999,354700,359000,359900,364900,365000,369000,374000,375000,377490,381995,385000,385000,384900,385000,384900,383900,380000,384990,388000,389000
"Phoenix, AZ",14,169900,165000,163000,159950,156000,150000,149000,145900,144000,139999,139900,137000,135000,134050,134500,133500,134900,135000,135000,139900,139900,140000,145000,145000,149900,154900,161990,172000,174900,175000,175000,177000,179000,182500,187000,189938.5,194900,199900,209000,215000,222900,224990,225000,221900,224500,225000,225000,225000,229900,230000,236990,239825,240000,243992.5,239900,239900,240000,244900,244900,245000,246900,249000,252900,260000,264990,264900,258297,264999.5,265000,268000,269900,269900,269996,270000,274900,275000,277990,279000,275000,274996.5,275000,275000,275000,275000,277500,279900,283500,289000,289900,289000,287500,285000,285000,289000,289000,289500,290000,295000,298000,299479,299900,299900,299000,297900,297500,299000,297291.5,297481,299000,299000,299900
"Seattle, WA",15,319950,317500,314950,310000,315000,315000,309950,309900,299967.5,299950,296990,288000,275000,269990,269900,261325,260000,264950,264000,261087.5,260000,250000,249950,244950,240000,249500,259000,272925,279950,289950,294999,290000,290000,289900,286995,279950,279712.5,287950,295995,3e+05,323900,329900,334969,329995,335000,335000,324950,319950,314997,319500,325000,334990,335000,350000,350000,350000,349990,349500,339950,329500,327000,334950,349500,355000,367470,369999,369500,369950,369995,369950,364950,359950,361990,365000,379950,395000,399950,4e+05,399950,399000,399900,399950,399314,395000,395000,4e+05,420000,430000,440000,447000,445950,439950,444900,450000,450000,449995,450000,469888,488975,499000,499950,5e+05,499950,499900,499950,499950,499950,499000,499900,499995,519950
"Minneapolis-St Paul, MN",16,210000,209900,207000,199950,2e+05,199900,199900,197000,192000,189900,184900,175000,169900,169900,169990,173000,178000,179900,179900,179900,179900,178225,174900,169900,169000,172000,178000,179900,184900,189900,189000,189736,189000,189000,189900,189900,189900,199900,204900,210000,219900,223900,224900,224900,224900,225000,219900,218500,214900,219900,229900,229900,239900,239963.5,239977,240000,244900,239900,239900,239900,239999,249500,249900,249900,258500,259900,259900,259900,260000,260000,264900,264990,269900,268950,270000,269900,269900,269900,269900,268983.5,269900,270000,279000,284900,289900,299000,295000,295000,299000,299000,297482.5,293250,299000,299900,303990,319000,325885,335000,329900,325000,324900,319900,317900,315000,314900,315000,320000,329900,337990,337192.5,339900
"San Diego, CA",17,399000,399000,399500,399998,4e+05,399900,399900,401800,399000,389900,385000,374900,365000,357800,355000,365000,370000,374000,369900,359000,349900,349000,349000,349000,349000,344900,349000,349900,363500,370025,375000,376495,375000,379900,379000,380000,389882,399000,419900,430000,449000,450000,460000,460000,459900,455500,450000,455000,460000,469900,479000,490000,464900,489000,499000,499000,495000,489900,499000,489000,489000,495000,525000,539000,550000,529000,560000,560000,565000,569000,569950,579900,575000,575000,575000,579999,585000,589000,590000,585000,584000,580000,575000,575000,578000,579900,585000,598000,599888,599000,599000,599000,598000,595000,595000,590000,594000,599000,609000,619000,650000,650000,649499,649000,649000,637500,635000,635000,635000,639000,642700
"St. Louis, MO",18,159900,159900,159900,159900,159900,159900,159900,158900,157900,155000,154900,149900,145000,145000,147900,149900,150000,150000,150000,149900,149900,149900,149900,144900,149900,147500,147800,149900,149900,149900,149455,147500,145000,144900,147000,139900,139900,144900,149900,151000,154900,154900,150000,149900,149900,149500,147250,144900,144900,148700,150000,155000,159900,159900,159000,156900,155000,153900,149999,149900,149900,150000,153900,158000,159900,159900,159900,158000,157500,154900,154900,149900,149999,153900,159900,169900,170000,169900,169900,168500,167500,165000,165000,160000,159900,160000,169900,175000,184900,189000,188000,184900,184900,180000,179900,175000,175500,179900,184900,190000,194900,195000,195400,194900,194900,194388.5,189900,189800,189000,189900,199900
"Tampa, FL",19,169000,165000,164900,163000,159990,159000,154900,150000,150000,149900,149900,144900,140000,139900,140000,139900,140000,141990,140000,140000,140000,142900,140000,139000,139000,139900,140000,139900,142000,145000,147000,149500,149000,149900,150000,150000,153000,159000,159900,162500,168000,169750,170000,169900,170900,172900,169900,169000,169900,172400,175000,179000,176900,170000,182900,184908,184900,184495,185000,181400,189500,189900,189500,189500,194500,197990,199500,209900,212000,214000,215000,214500,214990,214900,219900,223900,223000,224500,224990,220000,224000,224994.5,225000,225000,229900,233190,235990,239900,249000,249000,249000,245990,249900,249000,249500,249900,249000,249900,249990,254000,259900,259900,259000,254900,251490,250000,252500,252290,252500,255900,259900
"Baltimore, MD",20,249900,249900,250000,257000,258714,255000,249900,248900,244900,239900,239000,229900,225000,225000,229900,235000,242500,245000,244900,240000,239944,239900,237500,234900,231250,235000,245000,249000,249900,250000,250000,249990,249900,249000,242618,239000,235000,239900,249000,250000,264900,269000,268000,264900,265000,264900,255000,254900,249900,250000,259900,269900,275000,275000,274911,270100,274900,264900,259900,250000,249900,250000,259000,265000,269900,269900,264300,265000,265000,259802.5,254900,249999,249949,249999,260000,275000,279900,279999,279900,275000,275000,271000,269900,260000,259900,266990,279900,298000,299900,299900,298900,294500,294900,289999,285000,279900,279000,282000,289900,3e+05,309333,314900,312000,309000,3e+05,299900,297500,290000,285000,289000,299900
"Denver, CO",21,259431.5,259000,255000,255000,259900,259900,255500,259900,254900,250000,249900,238500,235000,238900,239900,240000,249900,249900,249900,249900,249900,249000,245000,240000,239973,245000,251352,258650,262700,265000,263700,260000,260000,260000,259900,260000,260000,269500,274900,280000,289900,292950,299900,299000,3e+05,3e+05,3e+05,309900,310000,321995,329000,335000,339000,345925,345000,346000,350000,358000,360000,374900,381161.5,380000,382950,390000,390000,389900,390990,389900,395000,394950,395000,399900,413995,414900,419900,424900,420000,420000,416325,412500,415000,410000,410000,415000,419000,426674.5,439981,449000,439900,439900,440000,440000,443125,438157.5,425000,435000,439900,449900,450000,450000,450000,447500,440000,437000,435000,432000,430000,430000,435000,438000,445900
"Pittsburgh, PA",22,139900,145000,147000,145900,149500,149900,147000,144900,144500,139900,139900,139900,139900,139900,139900,139900,140000,142900,139900,139900,139900,139900,139900,139900,139900,139900,139900,143500,145999.5,147000,142000,140000,139900,139500,139900,138500,139900,145000,147900,149900,149900,149900,149900,149000,149000,142900,140000,140000,143900,144000,147500,154900,159900,159000,154900,150000,149900,159900,149900,149900,150000,150000,155000,159900,164900,167000,164900,159900,159900,159900,155000,154500,154000,149900,154900,159900,164500,165000,160000,159900,159900,159000,155000,152750,150000,154900,159900,164900,169900,169900,169900,169900,169900,169900,169700,164900,168000,169900,174900,179000,179900,179997,179000,175000,174900,174900,172000,169900,169900,169900,179900
"Portland, OR",23,273900,269900,265000,265000,267000,265000,264900,259900,250000,249900,249000,239900,238000,233550,234900,234500,239000,239900,240000,244900,249000,240900,235000,229900,229900,229900,231660,239000,239900,247992.5,249900,250000,249900,249900,249900,249900,249900,252500,259900,269900,279000,285000,289000,287000,284900,284900,279900,277500,279000,282300,289900,295000,294900,299900,3e+05,3e+05,299900,297500,296900,295000,299000,3e+05,309900,317500,322000,325000,325000,325000,329500,329950,333300,329950,329990,335000,345000,350000,359900,365000,369900,369900,374900,374950,377000,379900,385000,389950,399000,4e+05,410000,415000,415000,412000,411950,410000,409900,414900,415900,419230.5,425000,434900,436880,435000,429900,425000,425000,426000,425900,429900,429000,430000,434900
"Charlotte, NC",24,189900,190000,189900,189900,189000,189000,185000,184900,183900,182350,179900,175000,174900,174900,174900,174900,175000,178900,175993.5,175000,174900,174900,174500,170000,169900,173990,175000,175000,175000,175000,174900,175000,172500,171400,169900,170000,174900,182500,188000,194500,197990,198500,198435,195000,195990,199149,194900,194900,193500,196000,209000,214900,218900,218900,216500,215000,213413,209900,216400,215000,219900,224500,225000,230490,239000,239900,245000,242000,238500,245495,249000,239900,253990,259000,265990,265000,269900,274900,279000,271904,274900,275000,272999,278795,271639.5,272935,276000,288990,289990,289900,285000,283000,287945,289900,289900,292430,295000,299000,299900,299000,299500,298990,297647.5,294900,296595,295990,295000,293357,293000,295995,299900
"Sacramento, CA",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329000,327500,329990,333990,320000,328000,335000,348000,354900,359000,365000,369000,369900,365000,365000,358000,350000,309000,351995,359950,369000,375000,379000,379900,379900,379900,379000,384970,385000,385000,389900,390000,399000,4e+05,409000,410000,407000,401580,399950,399900,399000,399000,399950,409700,425000,426000,424900,425000,419900,419313,419000,416245,414990,410000,414900,420000,425000,429900,439000,439900,438990,430000,429900,429000,425900,425000,429000,429995,441990
"San Antonio, TX",26,165900,168000,168950,169500,171862,174900,170999,169900,169900,172000,169900,168500,169000,169000,169696,169500,170000,172620,172497.5,169900,166000,167900,166400,169000,168400,169500,169950,174000,176750,179000,175142,176000,176990,177100,177645,178500,179900,185000,189500,192500,195000,199000,199000,199000,199900,205000,204000,209500,210000,217940,220000,224500,229990,225000,225000,234910,229990,229130,229900,239000,242000,245000,243490,249900,250000,255990,260000,259990,261990,259793.5,259927.5,262000,263900,255000,259990,261029.5,259900,262000,262000,260333,259900,264900,261000,259000,259900,265000,272500,275000,275000,277243,276167,275000,275000,268000,266900,266900,265500,263900,262200,266929,267990,269500,269900,265000,267900,265000,265000,266954,267500,269000,267000
"Orlando, FL",27,169900,169900,165000,164899.5,159900,155000,150000,150000,153900,150000,150000,149000,146900,142900,146500,146500,149900,149900,149900,149900,149750,148000,144900,140000,141000,140000,145000,147925,150000,154990,156800,159000,159900,160000,164000,167900,170000,175000,179000,185000,189479.5,194900,195000,195000,199500,199990,199500,199000,199000,199990,209900,207025,199999,197000,215685,219000,219000,217500,219900,219000,219900,219900,219900,219800,224450,225900,229000,240000,240000,242620,244990,244990,245000,244900,249900,250990,248500,249000,250000,249900,250000,249999,249900,250000,259999,262900,266990,270990,275000,275000,278000,279000,283900,279000,279970,279990,280000,280990,285000,289459.5,292000,292990,292990,290000,289900,288990,289900,288150,286000,288990,290000
"Cincinnati, OH",28,149900,149900,149900,149900,148250,148500,144900,144900,145000,144500,142500,138000,135900,134900,135000,135000,139900,140306,140000,139900,139900,139900,144900,140000,139900,139900,140000,144000,144900,149000,145000,145000,139900,139900,139900,139900,139900,139900,144900,144900,149500,149000,149900,145900,145000,146500,148601,142900,145000,146400,150000,159900,165000,174900,172190,169900,172900,169900,169900,169263.5,169900,171900,172900,174900,179900,178500,178500,175500,184500,179900,179478,175000,179775,174990,170000,179900,185000,185000,189900,182000,183000,182500,179900,179500,179200,179900,189000,194900,199900,2e+05,199900,201842.5,199900,199900,199900,199400,2e+05,204900,209900,216817.5,219900,219900,219900,217497,218500,216900,217000,219000,220000,223900,225000
"Cleveland, OH",29,129900,133000,134900,139000,139800,138894,135000,134900,134900,129900,129900,127000,124900,125000,124990,124900,129500,129900,129900,129900,129900,126900,129900,125000,125000,128000,129000,129900,129900,129900,129900,129900,125000,124900,124900,122500,119900,121000,124900,125900,129900,130000,129900,129800,128000,125000,125000,122900,124900,125000,129900,134900,135000,138900,137500,135000,132000,129900,129900,126000,127900,129999,135000,138000,139500,139900,139750,135000,134900,132900,131900,129900,129900,134900,139900,144900,147500,149900,149500,145000,144900,141900,139900,138000,139000,139900,148500,150000,159900,159900,159900,159900,159900,158900,154999,149900,150700,155000,159900,169000,169900,169900,170000,169900,169900,165000,164900,164775,164900,165000,174752
"Kansas City, MO",30,158900,159000,159950,159950,159900,159900,158000,155000,155000,154900,151000,149900,146900,147500,149900,150000,154900,155000,154900,150000,149950,149950,147900,144900,144000,144900,148000,149900,148000,143000,139900,138000,134900,133500,134900,130000,129900,135000,140000,147500,149900,149950,149900,148500,145000,144500,140000,139500,135000,139900,148500,154950,159900,159925,159900,157900,155000,155000,154900,150000,150000,155000,174900,179000,179900,179950,179000,175000,176349.5,178000,179000,174925,179900,185000,193500,2e+05,205000,209000,205000,2e+05,199900,199950,2e+05,199950,199950,210000,219950,228500,229950,233000,230000,229900,229900,230000,235000,233000,239900,247500,249900,252250,252995,250000,249700,244900,245900,246000,244900,245000,249950,259000,264700
"Las Vegas, NV",31,157899,159500,156900,154977.5,150000,149900,145000,142000,142000,139900,139000,131670,130000,130000,130000,129500,128900,127200,126900,129000,128000,126500,125900,125000,125000,126900,129900,130900,140000,145445,139788.5,135000,138000,139900,139900,145000,149000,149900,150000,155000,160000,165000,162000,175000,179900,180000,184500,180000,179999,181990,187900,189900,192777,195000,195000,201900,207000,207600,206300,208000,208500,210000,215000,219900,225000,224999,225000,227550,229900,229900,229900,229900,229900,225000,230000,235000,239900,243500,245000,248995,249900,249990,250000,250000,255694.5,259900,263732,269000,270000,275000,279999,280000,285000,285000,288888,289900,290000,295000,295000,299000,299900,299900,3e+05,310000,309900,308000,307000,305000,300300,3e+05,3e+05
"Columbus, OH",32,158450,158894,159000,159900,159000,156900,153500,153000,150000,150995,149900,145000,140000,142900,144900,145900,149900,149900,149900,149900,149000,149900,149000,140000,139900,140000,144900,149000,149900,149900,149900,148000,144900,144900,139900,138945,137500,139900,142900,148790,151500,154000,154000,153900,153000,154000,151995,149900,147900,149900,157900,159900,167000,169900,170000,169900,169900,169900,168400,166900,167500,169900,174000,179800,188236,189900,189900,189869,189900,187900,187900,179900,184900,189900,189900,199900,202625,205000,204900,199900,199900,199900,199900,195000,195660,199900,219000,225000,230000,231500,230000,230000,229900,238990,229900,233775,239000,229990,229900,237900,242000,244900,244900,239900,239000,235000,234900,230000,234900,249900,255000
"Indianapolis, IN",33,134900,134900,137825,137500,138000,139900,138000,137500,139900,139900,139900,134900,134500,135900,136000,136900,138995,139900,139900,138000,135500,136900,135000,134900,132500,133900,134900,136900,137000,139900,138900,137000,134970,134900,134900,133900,131900,135900,139900,144900,146500,149900,149000,145000,145000,146900,145000,140000,140000,144999.5,152000,155000,159900,164900,160000,159900,159000,157900,155000,153000,154900,155000,159900,160000,166400,167000,165000,160387.5,165000,159900,161945,158000,159900,159250,159900,163500,168900,169900,171600,169900,169900,169900,169750,167700,168500,169500,175000,189750,197900,199000,2e+05,199990,205000,204900,205900,209900,217000,220000,228700,224900,232997.5,234992.5,225000,224900,220000,220000,219000,218000,220000,224000,225000
"San Jose, CA",34,569694,575000,570000,579900,575000,579950,579000,579000,550000,548350,527900,499950,499000,519000,525000,535000,549000,549999,549000,545900,539925,529888,515000,495000,495150,499000,515000,539900,550000,575000,595000,589000,585000,585000,596244,599000,595000,639000,660000,679000,698000,696222,688000,675000,670000,659950,655000,650000,650000,685000,699568,718000,735000,728000,718000,705473,705000,699888,698000,679000,695000,740000,775000,799000,819000,837940,829900,819500,818500,815000,799000,799000,799000,825000,879995,888000,888000,888000,878880,868000,868000,857450,848000,824888,802448,839999,890000,898000,899950,899000,899000,9e+05,924950,949000,934880,899950,926500,998000,999950,1067995,1100000,1099000,1089000,1050000,1050000,1048880,999888,998000,998000,1e+06,1087500
"Austin, TX",35,212900,212000,211900,213251,216848,218000,212182.5,212000,215128,215000,218000,212990,205000,205000,210000,214900,215000,210000,210000,209900,2e+05,199999,199990,199900,199990,208000,215000,219900,220000,223000,222100,219500,218000,219000,222444,225000,226699,235000,238500,240000,245000,249500,249900,249500,250620,259000,260000,261490,269000,275000,279900,290000,298990,299900,295016,299500,298470,295725,291900,300990,302000,312727,315000,320000,323942.5,325000,324900,325000,325000,332990,330000,339990,335000,329000,333990,329900,329999,338912,334900,332500,329990,336000,330000,329000,327000,334900,339000,345000,347913,345999.5,344900,339977.5,337000,335990,329990,329900,325000,326801,332992.5,335000,338900,339000,336593.5,329900,328990,325997.5,325992.5,324900,323000,325990,329000
"Virginia Beach, VA",36,244000,240000,240000,239900,239900,238000,235000,230000,230000,229000,226900,224900,220000,223000,220000,219900,224900,224900,223600,224900,223100,219990,219900,219900,219900,224800,226000,225000,225000,224900,223500,220000,215000,217900,217000,219900,219900,223000,224900,239000,230000,234712.5,234500,229900,234000,229900,228450,227000,229500,229900,237526.5,239990,243999,242900,244000,240000,239500,235000,234999.5,234000,235000,240000,240750,245000,247000,249900,246900,245000,244990,244900,240950,240000,247000,249000,249000,249900,252500,250000,250000,250000,249900,249900,248000,247000,249900,249900,250000,260000,264900,264900,263685,259900,260000,260000,260000,260000,260000,260000,265000,269900,274900,275000,274900,269900,270000,269900,269900,269000,269900,273000,279900
"Nashville, TN",37,189000,189900,189900,186900,187500,184900,182700,179900,179969,179900,179900,178990,174900,169990,172000,172500,174900,174900,174888,174900,171000,170990,172500,169900,169900,169900,169990,174500,174900,174990,176450,175000,175000,179000,179900,179900,179900,187500,189900,194900,199900,199900,199900,199900,2e+05,204900,199900,204900,207250,209902,219900,224900,229900,229900,229000,226500,229000,234000,235000,239900,244900,249900,266950,269900,263798,269000,265990,267600,275000,275000,279990,285000,297344.5,294900,290000,299000,299900,299990,299900,299900,298900,299900,299995,299990,299900,3e+05,315000,329900,339900,339000,330945,329900,329900,329900,335000,334900,329900,336900,334900,339900,334900,335000,329900,326900,329000,325080,324900,325000,324900,325000,325796
