"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06"
"Los Angeles County","CA","Los Angeles-Long Beach-Anaheim","06","037",1,399000,389000,398975,398800,399000,398000,395000,399000,385000,375000,370000,359000,350000,350000,350000,350000,350000,359000,358000,350000,349900,345900,339000,330000,329990,330000,338000,340000,349500,359900,369000,369900,374900,374999,379000,379900,389000,399000,425000,449900,465640,479000,489000,485000,488000,479000,474900,469000,459999,469000,475000,491440,499900,5e+05,514900,509250,515000,499999,509000,499000,491990,499000,519000,539000,564900,569000,569957.5,570000,570000,570000,565000,565000,565000,579000,589000,599000,599000,605000,599999,599500,599000,599999,599999,599000,599900,599900,615000,628949.5,639000,639000,639000,635000,630000,630000,629900,625000,629000,640000,649000,659888,665000,675000,659000,659000,660000,662050,659000,649999,649900,650000,665000,675000,679000,689000
"Cook County","IL","Chicago-Naperville-Elgin","17","031",2,244900,249000,249000,249000,245000,245000,239000,237949.5,225000,229059.5,225000,214900,201844,200900,208000,210000,214900,210000,205000,199900,199000,191500,185000,179900,178000,179000,179900,184900,184900,181500,176900,175000,171200,169900,169900,165000,167900,175000,180000,190000,199900,207500,2e+05,199900,205000,199900,199000,189900,185900,199000,216855,225000,234900,238500,237500,232000,229800,224900,219900,214872,2e+05,215000,229365.5,233500,239900,239900,239000,235900,232000,229999,229000,224900,224900,235000,249000,255900,259900,259900,254900,249900,249900,249900,245000,238500,239000,250000,264900,269900,274900,277500,275000,269900,269900,269437.5,262000,254900,259000,274500,280000,289900,294900,294900,289900,288900,289000,285000,282000,278800,280000,289900,299000,3e+05,3e+05,299900
"Harris County","TX","Houston-The Woodlands-Sugar Land","48","201",3,149900,152900,154755,154900,155000,155000,151000,150000,155000,154900,155000,153000,150000,150000,153990,153950,155000,155000,154900,153500,149900,150000,149900,149900,149900,149900,151900,154000,156500,158900,157900,158955,158000,155683.5,159900,161990,161900,169900,174000,177000,179500,179950,179990,181925,184900,189900,187046.5,188000,189954.5,199900,204990,214737.5,219000,218000,219000,223500,225000,227613,235000,243700,254992.5,259998,266900,275000,265000,255000,269900,270000,274900,277795,276990,283265,285000,274000,279900,279900,278000,279781,275000,275000,270328.5,269900,269000,269000,269000,269900,272000,275000,277990,275000,270000,270000,275000,275000,275000,279000,279990,283286.5,285000,285000,285000,284900,279950,278000,279437,279000,279000,275120,276990,278995,279900,285000,283990,280972
"Maricopa County","AZ","Phoenix-Mesa-Scottsdale","04","013",4,179900,175900,174900,169900,165000,159900,154999,152900,149999,149500,149000,144900,142900,140000,139999,139900,140000,142800,142000,145000,145000,149900,150000,152000,159900,164900,171500,179900,180900,185000,185000,189000,189900,195000,199900,202000,209500,217500,224900,229900,237500,239500,239900,235000,235000,237000,238900,239600,239997,241990,249000,249900,252500,255000,250000,250000,253986.5,255000,255000,257690,259500,260000,268990,275000,279000,278000,270000,278990,279000,279900,283900,283995,285000,287000,289000,289900,290200,294900,289995,289000,289000,289000,289000,289500,289900,294990,297377.5,299900,299999,299900,299900,297900,299000,299900,299900,299900,304900,309900,310000,314900,314997,310445,309500,308000,305935,309900,308000,307990,309990,310000,314900,317995,318317.5,319869
"San Diego County","CA","San Diego-Carlsbad","06","073",5,399000,399000,399500,399990,4e+05,399900,399900,402325,399000,389900,385000,374900,365000,357850,355000,365000,370000,374000,369900,359000,349900,349000,349000,349000,349000,344900,349000,349900,363000,370012.5,375000,376000,375000,379900,379000,380000,389882,399000,419900,430000,449000,450000,460000,460000,459900,455000,450000,455000,460000,469900,479000,490000,464900,489000,499000,499000,495000,489900,499000,489000,489000,495000,525000,539000,550000,529000,560000,560000,565000,569000,569950,579500,575000,575000,575000,579999,585000,589000,590000,585000,584000,580000,575000,575000,578000,579900,585000,598000,599888,599000,599000,599000,598900,596000,595000,590000,594947.5,599000,609000,619000,650000,650000,649000,649000,649000,637500,635000,635000,635000,639000,643950,650000,659000,655000
"Orange County","CA","Los Angeles-Long Beach-Anaheim","06","059",6,550000,529000,510000,519000,519900,521000,509900,525000,499000,489900,495000,473750,465000,459000,459900,468000,469900,470000,469000,460000,455000,449000,435000,427500,429000,434800,444950,450000,474500,484100,490000,499000,497450,499000,499900,5e+05,509000,535300,559000,575000,598888,599900,6e+05,599900,599989,599900,6e+05,599900,599000,6e+05,615000,625000,629900,639000,639000,640000,649500,647250,649000,639999,639000,649000,660000,675000,689500,699000,690000,689900,694500,695000,689000,695900,689990,698000,699000,7e+05,715000,719000,718853,718400,719000,720000,720000,724900,725000,735000,749888,759000,760000,755000,759000,750000,769000,758888,760900,765000,779000,789900,790000,799000,799250,799000,798994,788000,787888,777888.5,774000,774900,769900,775000,779994.5,790000,798000,798000
"Kings County","NY","New York-Newark-Jersey City","36","047",7,459000,469000,459000,459000,450000,450000,459000,469000,449000,450000,450000,450000,449000,429000,439000,439000,439000,430000,429000,429000,429000,429000,429000,432750,439000,440000,439999,450000,468000,459000,450000,448875,439000,439000,435000,429000,428500,433500,445000,449000,454500,449000,432500,439000,449000,449000,475000,470000,489000,479000,499000,499000,499000,499000,520000,520000,509000,549000,561000,550000,595000,589000,599950,619000,649000,669000,670000,650000,675000,679000,668000,675000,699000,720000,699000,749000,719000,727000,725000,749000,758000,765000,765750,769000,769000,780000,790000,789000,779000,785000,775000,760625,769000,770805,769000,749999.5,750000,729000,739499.5,749000,759000,750000,749000,739949.5,748000,748000,734999.5,730000,725000,728000,748000,750000,769000,769000
"Miami-Dade County","FL","Miami-Fort Lauderdale-West Palm Beach","12","086",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228000,235500,249000,250000,250000,254900,259000,259000,269900,249900,249900,254967,270000,270000,274900,278944.5,275000,279000,279667.5,280000,279000,280000,289000,289000,310000,315000,312990,315000,320000,320000,299000,299000,325000,329000,335000,339800,359000,365000,369000,369000,360000,375000,377000,375000,379000,377938,379900,379000,379900,380000,380000,381365,380000,380000,385000,389000,389900,385000,389900,385000,389900,395000,390000,393198,395000,396918,399000,399000,399000,395000,397000,395000,399000,399900,399000,399900,399000,399000,399900,399900
"Dallas County","TX","Dallas-Fort Worth-Arlington","48","113",9,159900,159990,164902.5,169000,168000,169000,165000,159900,160000,160000,159500,149900,146818.5,147990,149900,149900,154900,155000,154900,150000,149900,149900,149500,147990,144900,149000,149900,150525,159900,161550,159000,157000,154900,157990,159900,160000,159900,161900,175000,180000,185000,184900,180000,179900,179900,179900,179900,179900,179500,184450,190000,197995,209900,196999.5,199000,212950,199900,199900,2e+05,210000,214994.5,225000,238900,240000,243250,239900,229000,229999,236990,240000,245000,245000,244000,244000,265000,274992.5,279900,279900,275000,275000,279000,283245,279990,280000,282000,295000,296990,310000,319914.5,314900,307000,299900,299900,3e+05,299997,299900,299510,309900,310000,318000,325000,319900,314945,299990,3e+05,303000,309000,299900,299900,305000,313000,325000,325000,324000
"Queens County","NY","New York-Newark-Jersey City","36","081",10,409000,4e+05,375000,375000,375000,372620,365000,375000,388880,389000,379000,379000,375000,359000,364000,358000,357000,355000,349000,339000,329000,319000,319000,319000,319000,317500,299000,305000,299000,305000,315000,305000,299894,299888,3e+05,299888,299000,309000,299000,299000,310000,310000,319999,325287.5,329900,335000,339000,339000,338888,330000,349000,349999,349990,355000,359000,359000,368000,359900,369000,369777,375000,385000,389000,379999.5,389000,399000,399999,413000,418800,429000,425000,429000,444550,450000,455000,458220,460000,470000,475000,475000,476000,475000,474850,475949.5,479999,489000,490000,499000,519000,525000,525000,525000,529000,530000,530000,529000,529000,515000,509999,510444,548000,551000,559000,550500,559000,562000,558950,559000,558888,556500,559000,569000,585000,589999
"Riverside County","CA","Riverside-San Bernardino-Ontario","06","065",11,229900,234000,234000,234900,234900,232000,229000,229900,229900,229250,229900,225000,224900,219800,220000,220000,220000,219900,215000,215000,215000,219000,219000,219900,219900,219900,219900,222500,225000,225000,227790,230000,235000,241000,250000,259000,264900,269990,279000,285000,295000,299000,3e+05,305000,315000,315000,320000,324900,325000,327000,329000,332000,335215.5,335000,334500,334900,330000,329900,330000,335000,335000,339000,339900,342225,349000,349500,349000,348890,349800,350000,354000,355000,358900,359000,360000,365000,365900,369000,369900,367900,365000,368000,369000,370000,375000,375000,378000,379000,379990,384900,385000,384990,388000,389900,392495,395000,399000,399000,399000,4e+05,409900,410000,410000,409900,410000,410000,409000,405000,405994.5,409900,409999,410000,412800,415900
"San Bernardino County","CA","Riverside-San Bernardino-Ontario","06","071",12,174500,170000,174900,179000,179900,180000,179900,179900,179000,175000,172000,168900,165000,165000,168900,169800,170000,174900,174900,174900,173000,170950,168000,165000,164900,163100,165000,169900,172500,177650,179900,185000,184900,185000,185000,185000,185000,189999,199000,201300,210000,220000,229900,235000,240000,240000,235000,235000,239500,242000,249900,250000,259000,265000,265000,265000,265000,264900,265000,261500,269000,265000,269900,270000,275000,280000,284900,285000,285000,289000,288990,289000,289000,289900,294999.5,297061,299900,3e+05,309000,305000,299999,299900,299900,299900,299900,3e+05,309900,315000,319000,319000,319000,319000,320000,320000,320000,319900,320000,325000,330000,334250,339900,343400,345000,345000,345000,339900,339844,339000,340000,344900,348900,349500,350000,350000
"Clark County","NV","Las Vegas-Henderson-Paradise","32","003",13,156900,159000,156000,154900,150000,149900,145000,140000,140000,139900,138501,130000,130000,130000,129900,129000,127900,126480,125900,128000,127000,125900,125000,125000,125000,125900,129894,130000,140000,145000,139000,135000,136900,139900,139000,144900,148999,149900,150000,155000,159990,165000,160000,175000,179500,179999,182000,179924,179900,180000,185000,189900,190000,194900,194900,2e+05,205000,205000,205000,205000,205000,209988.5,214900,219000,224900,224900,225000,225000,229000,229000,229900,229900,229000,225000,229995,235000,239888,240000,244900,245900,249900,249900,249990,250000,255000,259000,260000,267000,269999,275000,279900,279900,284330,285000,286000,289900,290000,294900,294900,299000,299888,299900,3e+05,310000,309996.5,309000,308999,305500,304888,3e+05,3e+05,304999,307900,309900
"King County","WA","Seattle-Tacoma-Bellevue","53","033",14,379950,377500,375000,375000,375500,375000,370000,369950,360000,359000,349999,345000,329000,324950,324900,319850,319950,319950,319997.5,319925,317950,3e+05,299888,289950,289000,299000,309900,329500,341500,349950,350000,350000,355000,350000,349950,339950,334950,349950,362450,379000,396950,399950,4e+05,399950,399950,399950,390000,380000,379000,384250,392918,399950,4e+05,425000,425000,424950,424950,411900,399950,395000,399000,4e+05,424984,440000,449950,452000,450000,454500,459000,459950,459950,459950,459900,469000,480000,499000,5e+05,514950,5e+05,499900,499999,507450,503700,499995,5e+05,525000,540000,549996,569950,575000,575000,559950,565000,589950,589950,580000,589992.5,6e+05,635000,640000,649750,649990,649000,637925,638000,636000,625000,620880,625000,635000,649990,657919,659000,649999
"Wayne County","MI","Detroit-Warren-Dearborn","26","163",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115000,119900,124900,125900,129000,124900,124500,119900,119000,115000,114999,99900,107900,116896,124900
"Tarrant County","TX","Dallas-Fort Worth-Arlington","48","439",16,152900,153900,155000,155900,159675,158000,156900,155000,157000,155000,155000,152000,149997.5,149900,150483,150000,154900,156990,156000,157800,158247.5,159900,159000,158900,157000,159000,159695,159990,161994.5,164500,163500,162500,159900,160000,160000,160990,163336,167990,169900,173990,177900,179900,177990,176900,175500,175000,175000,175450.5,177900,183611,185729,189900,194000,189000,190000,195000,195000,196900,199000,205000,209990,208990,219900,220000,215000,213995,212000,210000,210000,211882,214900,215000,218990,216000,224000,229000,230000,235000,235000,235000,238000,239900,239500,236900,239900,245000,249900,250000,256000,259000,255000,250000,250000,251160.5,252999,255000,256412,260000,267432.5,270000,274900,274000,269900,265000,265000,266173.5,265000,265585,269000,269900,270929,275000,276994.5,279000
"Santa Clara County","CA","San Jose-Sunnyvale-Santa Clara","06","085",17,592500,597500,589000,599000,595000,599000,599000,599000,575000,564000,548844,525000,515155,539000,549000,559000,575000,583478,579000,569000,565000,550000,544650,514700,514000,529000,547100,560000,579000,599000,620000,610000,605000,619000,624000,619000,619900,659000,684950,699000,705000,699950,699000,689444,688000,680000,679888,679950,685000,709444,738694,748000,749999,749800,749000,740000,745000,738000,724900,701038,729000,778475,799000,835000,849900,850000,850000,848000,849000,849000,839888,831174.5,840000,875000,904527,925000,924999,901930,899900,899000,899000,898990,878000,859888,850000,893700,930000,939500,969000,958444,975000,988888,998000,1e+06,1e+06,1025000,1025000,1099000,1149000,1165237,1188944,1174844,1149844,1124880,1120000,1100000,1095000,1050000,1050880,1098000,1129000,1149000,1150000,1138888
"Broward County","FL","Miami-Fort Lauderdale-West Palm Beach","12","011",18,247625,249000,239500,235000,229900,225000,225000,220000,210000,199000,205000,199900,199500,198900,199800,192500,199000,2e+05,209900,215000,213945,205000,204900,199900,213400,224900,236500,220000,210000,219900,227000,224900,219000,193500,197000,189000,199991,213990,215000,220000,229000,225000,228000,228145,225000,215000,239000,221500,219900,220000,224998,219900,220000,229900,225000,224500,223500,222900,229000,225000,229000,229000,242500,239000,235000,244900,259900,259900,265000,262900,259900,259000,255000,250000,250000,269000,269900,275000,279900,280800,285000,286500,287900,280000,279000,280000,285000,289000,295000,299000,299000,298000,299000,294695,295000,289997,289900,295000,297000,299000,299900,308000,309900,305000,3e+05,305000,3e+05,3e+05,299900,299900,299900,3e+05,309900,314900
"Bexar County","TX","San Antonio-New Braunfels","48","029",19,150000,153500,154900,155000,159000,160000,159795,156000,159000,160000,159900,158610,159900,159900,159995,159900,162000,164900,164377,159950,155900,157000,156500,158933,157900,159240,159900,163376,165000,168900,164995,165000,165000,165490,166900,167000,169149,175000,178990,180000,184000,187500,186450,188500,190000,195000,193000,198000,199900,208900,210000,213080.5,220000,214900,214000,220000,216000,214900,219000,224900,228000,230241,227990,239900,238990,244900,249900,249900,250995,246990,247500,249900,250900,240000,246495,248000,244900,248997.5,249000,247850,242131,248997.5,247700,242000,245000,249900,255600,260000,260990,262990,259950,259500,259900,249888,249000,249000,248500,245000,244500,248490,249900,250000,250000,249000,249000,247000,248500,249900,250000,253000,251990,254999.5,254494.5,251995
"New York County","NY","New York-Newark-Jersey City","36","061",20,850000,830000,835000,825000,825000,799999,799000,795000,795000,795000,795000,799000,799000,699000,8e+05,850000,850000,870000,874100,875000,895000,905000,925000,930000,925000,965000,949000,953000,980000,988000,950000,949000,955500,975000,995000,995000,995000,975000,1050000,1050000,1050000,1090000,1e+06,1075000,1050000,1095000,1175000,1175000,1224500,1199000,1195000,1195000,1250000,1295000,1300000,1300000,1365000,1445000,1495000,1550000,1550000,1595000,1595000,1625000,1650000,1625000,1649997.5,1682500,1750000,1750000,1800000,1875000,2075000,1985000,1795000,1895000,1790000,1750000,1750000,1750000,1750000,1750000,1750000,1775000,1780000,1799000,1795000,1795000,1789500,1777000,1775000,1725000,1705990,1725000,1749000,1748000,1725000,1595000,1522500,1575000,1595000,1551000,1525000,1500000,1545000,1535000,1550000,1580000,1575000,1550000,1550000,1567500,1575000,1549000
"Philadelphia County","PA","Philadelphia-Camden-Wilmington","42","101",21,141950,149900,159900,157000,159900,159900,159900,150000,157000,154900,150000,149000,145000,145000,149900,149900,150000,150000,149900,149900,145000,144900,144900,139900,139900,144900,149900,149900,149900,147900,144900,139900,135000,135000,132000,129900,129900,134900,140000,149000,150000,153950,149000,140000,142700,144900,144900,139900,139500,139900,149900,159900,159900,159900,154900,149900,149900,149900,149900,145000,139900,145000,154900,160000,165000,164900,159900,154999,154900,155000,155000,149900,149000,149900,158000,165000,169000,169900,167000,160000,164900,169000,164900,159900,164900,167700,175000,185000,189900,189900,189900,185444,195000,199900,199900,189995,189900,195000,199900,209000,219000,224900,220000,219000,215000,215000,214900,214900,210000,215000,224900,234900,239900,239900
"Alameda County","CA","San Francisco-Oakland-Hayward","06","001",22,399900,410000,419000,429888,439000,439000,430000,429950,427405,419500,404925,388500,379500,370000,384609,378000,388000,385000,389900,392200,389900,378950,359000,349530,349900,359900,369000,375000,399850,419000,424888,425000,427000,448000,470000,438000,439000,460000,485000,518000,529997.5,539875,529950,525000,549000,539000,509000,520000,525000,549000,549999,579000,599000,599000,599000,589000,579000,580000,559950,549950,565000,599000,625000,630000,650000,660000,665000,649000,649888,650000,649900,649900,649000,650000,698888,718000,720000,718000,715000,699000,699988,699000,699000,699000,699999,725000,749000,750000,775000,772000,750000,753995,759000,760990,765990,750000,749000,765000,799000,799999.5,828888,838000,825000,814950,818000,799999,799865,799000,799000,799880,828638.5,840880,849000,849000
"Middlesex County","MA","Boston-Cambridge-Newton","25","017",23,359900,365000,369900,375000,379900,379000,369900,369000,364900,362000,359900,349000,340000,342000,349900,359900,369900,370000,365000,359900,361725,359900,349900,339000,340000,357497.5,369900,385000,385000,379000,369900,362500,369900,369900,369900,366495,365000,375000,389000,399000,399900,409900,404900,389900,399900,399999,399900,392497.5,389900,404995,419500,429900,439900,439900,429900,419900,429900,434900,434900,425000,429800,429900,449900,463397.5,469999,474900,460000,449000,450000,459000,450000,449900,459000,475000,489900,499900,499904,499900,499000,489900,499900,502815,508694,511000,510000,529900,549900,559000,558000,559900,549900,545900,549900,554900,549999,549900,549900,549900,574900,575000,590000,589900,575000,559000,559900,550000,559900,559000,555000,565000,585000,599000,599900,599900
"Suffolk County","NY","New York-Newark-Jersey City","36","103",24,389000,379996,389000,389000,399000,399000,399000,399000,399000,398000,395000,389000,379000,375000,379990,385000,385000,380000,385000,388000,385000,389000,389500,385000,379990,389000,379900,389990,389000,379990,389000,389900,390000,399000,389000,384900,379990,389000,395000,395000,399000,399000,399121,399900,410000,410000,419000,419000,425000,389000,419000,424000,429000,429990,434000,439000,439999,449990,429000,450000,439000,439000,430000,429000,439000,439990,439000,439000,440000,439990,439894,439900,449000,439990,449000,449000,449990,450000,459990,459900,475000,475000,479000,479000,475000,495000,489000,489900,495000,499900,499000,498944,499000,499000,499000,499990,499000,499990,499000,499900,499990,509999,514999,510000,524000,519900,519000,519000,509000,519000,524999,549895,535000,539000
"Sacramento County","CA","Sacramento--Roseville--Arden-Arcade","06","067",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,299838.5,3e+05,314900,315000,314000,310000,310000,315000,317495,315000,320000,319900,325000,329900,335000,335000,335900,336900,330000,329950,329000,325000,325000,329000,339900,349900,349000,348900,349900,349900,349900,349900,349900,349900,349950,359000,359900,367500,370000,375000,375000,374999,374900,370000,369990,368500,368250,367000,375000,380000,384850,389000
"Bronx County","NY","New York-Newark-Jersey City","36","005",26,346000,330000,329450,329000,329000,324995,321300,329000,325000,319000,319000,305000,3e+05,299000,319000,318000,319000,315000,317000,319000,309000,309000,299000,299000,299000,299999,299000,299000,3e+05,299000,299000,299000,295000,283000,299000,289000,295000,299000,299000,281500,299000,299000,299000,310000,315000,325000,319950,319000,349010.5,369000,369000,359000,3e+05,309000,329000,335000,349000,326500,329000,349888,329000,349999.5,355000,335000,350000,379000,379000,375000,359000,340000,325000,329000,329000,329000,329000,319000,340000,349000,349000,365000,379000,360000,349999,369000,374450,360000,327900,319000,318499,320000,325000,329000,325000,329000,329000,329000,309000,3e+05,324500,320000,350000,369500,379000,379000,389000,382000,379000,382100,379000,394900,395000,399000,399000,397000
"Nassau County","NY","New York-Newark-Jersey City","36","059",27,483500,489000,479900,479999,489000,479000,479000,479000,479000,479000,469999,468000,459000,449000,455000,459000,459000,455000,449000,445000,439000,439000,429000,429000,428000,429000,429000,439000,439000,439000,439000,435000,429000,429000,424000,419000,419000,429000,429000,444999,449000,449000,449000,445000,449000,439999,449000,448000,445000,449000,449000,459999,475000,479000,479000,469000,469000,469000,468000,469000,478000,475000,478000,479000,489900,499925,499999,499777,499000,499000,499000,499000,499000,499000,515000,529000,535500,539000,549000,549000,544999,549000,549000,549000,539000,539999,549000,550000,579000,579777,575000,574900,574945,569000,574939,569000,559999,575000,579000,599000,599999,619000,619000,599999,599000,599000,599000,599000,599000,599000,619000,638000,639000,639000
"Palm Beach County","FL","Miami-Fort Lauderdale-West Palm Beach","12","099",28,250000,250000,250000,249000,245000,239900,234900,235000,225000,224900,229000,219500,217900,210000,214900,209900,215000,209900,203000,209900,210000,210000,202000,207515.5,209888,199000,199900,199900,199900,199900,2e+05,2e+05,199900,199900,210000,217000,225000,239000,245000,249900,249900,249900,239500,252000,260000,265000,269900,270000,274900,275000,275000,275000,275000,283000,279000,279000,279000,275000,280000,289000,284900,286950,295000,285000,284900,289000,292000,294500,295900,299000,299900,299500,299910,305000,309900,315500,319000,320000,319900,319900,325000,329000,325000,325000,325000,329000,330000,339000,340000,340000,345000,340000,349000,340000,345000,344990,345000,349000,345000,349000,349500,349500,345750,343550,347990,345000,349000,349900,349000,349900,349900,354999,350000,350000
"Cuyahoga County","OH","Cleveland-Elyria","39","035",29,114000,117500,119000,122900,121900,119948.5,119900,119900,119487.5,117000,115900,110000,109900,109900,109900,109900,114000,114800,114900,114000,112500,109900,109900,105900,104900,108000,109900,109900,112900,112900,110000,110000,109900,107000,109000,104900,99900,1e+05,105000,109900,114900,115000,114900,110000,109900,109000,106900,102500,102000,105000,110000,115000,119000,119900,119850,119000,114994.5,114000,110900,109500,109900,112000,115900,119900,119900,120000,119900,118500,115900,114900,114900,110000,109900,114900,119900,124900,127500,129500,129000,125000,124900,124687.5,119900,119000,118500,119900,127900,129900,139000,139900,139900,139900,138900,136500,134900,129900,130000,134900,139900,145000,149900,150000,149900,149900,149900,147625,144900,142500,140950,144999,150000,159900,160000,163500
"Hillsborough County","FL","Tampa-St. Petersburg-Clearwater","12","057",30,174900,169900,169548.5,169500,167000,165000,159900,159000,159900,155000,155000,149900,149500,149000,149981,149990,155000,157990,158495,159000,156990,160000,159900,155000,157900,159000,161710,163990,165990,169900,173990,175000,179000,179900,179990,180000,181910,189900,194900,199000,199900,2e+05,206000,199900,199990,199005,195000,189900,190500,195000,199900,199990,199500,184469.5,207990,208994.5,209000,208890,211990,209000,216945,219000,219900,217000,219900,219900,220000,229990,234900,238695,239900,239900,239990,236545,239900,242760,239900,239900,239900,234000,233000,235000,235000,234000,239900,245000,249000,249900,255000,254990,253000,250000,258994.5,253990,254590,255000,254990,255990,259900,264270,269900,269990,269500,265000,262990,260000,260000,259900,259990,265000,269000,273990,270000,275000
"Allegheny County","PA","Pittsburgh","42","003",31,129900,139000,139900,139900,144900,144900,142900,139900,139900,137500,135900,134900,134900,135900,136450,135000,138000,139000,136500,134900,135000,134900,134900,134000,129900,134900,134900,137500,139900,139900,134900,135000,134900,132900,134900,132700,134900,139500,141000,147000,149900,149800,149864,145000,145000,139900,139900,139900,139900,142500,145000,153900,159000,159900,155000,150000,149900,155000,149900,149900,149900,150000,155000,159949.5,165000,169900,165000,159900,159900,156000,154900,149900,149900,149000,154900,160000,165000,169000,165000,164500,162900,159900,159900,155000,154900,159900,165000,174900,179900,179900,179900,175000,175950,175000,176500,172000,175000,179900,185000,189900,193900,195000,189900,189000,184900,184997,180000,179900,179900,179900,189900,194999.5,199900,199900
"Oakland County","MI","Detroit-Warren-Dearborn","26","125",32,164800,162900,160000,159900,159900,159000,154999,150000,150000,149900,149900,140000,139500,135000,135000,134900,139900,143100,144900,145000,144900,140000,140000,137500,139900,139900,149000,149900,152900,159900,164400,164900,164900,164900,169900,164900,169000,176000,183700,190500,199900,209900,219900,215000,218450,214250,210000,205000,209900,214900,220000,235000,245000,249900,249700,249000,245000,240000,239900,239900,239000,248000,249900,253250,255950,259900,254900,250000,250000,250000,255000,255000,250000,259900,267000,278890,284500,286900,285000,282500,280000,284900,289000,289900,285000,296900,296900,309900,314000,310000,310000,3e+05,3e+05,299900,299900,299900,299900,305000,313800,323300,319900,319900,314900,309900,299999,299900,299000,299000,297000,299900,309000,319900,319900,319000
"Franklin County","OH","Columbus","39","049",33,139900,139900,139900,139900,139900,139500,135500,136900,136052.5,138255,134000,129900,124900,127900,128900,129900,134000,134999.5,135000,134000,129900,133000,129900,122500,120450,122900,124900,129900,132900,132200,129900,128500,126990,125000,120000,119900,117900,119900,124900,128500,132450,134200,134900,134222.5,132400,132900,133900,129900,128900,129875,135900,139900,148000,152900,153995,149900,149900,149200,145900,144200,143900,146550,150000,156900,169900,169900,169900,169900,169900,165000,166900,159999,160000,165000,169000,179600,182450,184900,184900,179900,180000,179900,179800,174900,173945,179000,190000,199900,201939,204990,204900,2e+05,199900,210000,199900,199900,205000,206995,207240,216900,224900,224900,224000,219900,214900,212000,209900,209900,209850,219900,229900,234900,235500,235000
"Hennepin County","MN","Minneapolis-St. Paul-Bloomington","27","053",34,237900,234900,229900,225000,229000,229000,219900,217900,209900,204000,199900,189900,179900,183000,184900,189900,195000,199900,199900,199900,199900,199900,190000,188000,179900,185000,189900,199725,199925,209900,205000,204900,2e+05,2e+05,215000,210000,209900,219900,225000,234900,240000,249900,249900,249900,249900,249900,242000,238255,234900,239995,250000,259900,269900,266200,269900,269900,269900,264900,264900,265000,269900,279900,289000,288900,289999,294900,299900,298575,289900,295000,299000,299250,3e+05,308950,309000,304900,3e+05,299900,299900,299000,309000,314000,319000,324900,330000,349900,339900,339900,339900,335000,335000,329900,328500,329900,335000,350000,360990,384900,369900,364900,354900,350000,349900,349900,339900,342995,350000,359900,364900,369000,369900,360000,355990,354900
"Orange County","FL","Orlando-Kissimmee-Sanford","12","095",35,172000,169900,168000,165000,164900,158000,152900,155000,159000,154900,154900,149900,149900,145000,149900,149900,150000,154990,154900,153990,150000,150000,149000,144900,145000,145000,149900,153000,158000,162500,165900,166900,175000,179277.5,179000,188600,190000,199000,200240,215000,219900,224900,225000,221245,225990,232990,229000,225000,229000,235000,240000,235000,225000,219900,239500,240000,239900,239900,240000,239877,240000,239900,239000,236900,240000,247000,249000,265000,267000,265000,268000,269900,274999,269000,274900,280490,269900,269275,274900,269900,275000,272945,270000,274900,289900,292900,298000,3e+05,308000,308640,309000,309000,314997,309900,310000,310000,310000,314000,318797.5,320990,324000,322990,323000,319997,319000,315000,318000,314990,313990,317432,320000,325000,322990,324900
