"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06"
"Lycoming County","PA","Williamsport","42","081",514,125000,125000,125000,124900,126000,129900,135000,138000,129900,129900,129900,129900,129500,129900,134900,135000,142900,144900,149900,154900,159900,163500,159900,159900,154900,155000,160000,159900,155877.5,159900,160000,160000,159950,161500,159900,159900,149900,145450,144950,162900,159000,149900,154400,154200,155000,154900,145500,149900,159700,158350,159450,159900,164700,162000,165000,164900,162500,159000,152000,149450,147500,144900,144400,149900,152000,149500,149900,149900,159600,159000,154900,157000,154950,156450,159900,159950,160250,163000,164900,165000,165000,164900,159900,158900,162250,164900,164900,164999,159900,163450,165000,162900,169900,165000,164400,164900,159900,149900,159900,164900,159000,165000,169550,169900,167750,161500,159900,159900,154900,152070.5,152900,159900,159950,164900
"Canadian County","OK","Oklahoma City","40","017",515,159900,159900,157900,158500,158000,159000,157500,157500,159000,158480.5,159900,155000,154950,153000,155450,155640.5,156900,157500,154995,155000,159900,160000,161403,162900,162900,163394,164800,165000,167393,167000,166590,167950,165800,167990,167900,167940,167990,169320,167137,169316.5,172200,172785,173840,176200,179240,179497,182500,182500,183830,184193.5,182012,185000,184900,182467,183065,185294.5,185499,184900,184999.5,184949.5,189500,192957,192750,195200,199900,200740,198903,196237,194030,194900,195472.5,197828,199900,199900,194892,193413,194928,195800,198793.5,199933.5,199816.5,197309,199900,209900,203950,206377,204900,206438.5,207240,202999.5,209899.5,203358.5,205808,204703,204703,214490,207990,213245,214900,216490,214900,209995,209500,209787.5,209900,209000,209900,208950,211371.5,208226,211600,209840,213480,215000
"Sheboygan County","WI","Sheboygan","55","117",516,169900,164900,161400,159900,157000,158000,159900,159650,155000,154900,154900,149900,149900,150000,150000,149000,149900,150000,150000,149900,154900,154900,149900,143950,139900,139900,144900,143900,145200,148250,149900,149825,149900,147500,144900,143950,149900,146700,144900,144900,141500,144900,141500,139900,139900,139900,139900,139900,137500,139900,140000,144950,139900,139900,140800,139900,139900,139900,141900,141800,139900,139850,139900,145700,149900,159900,159900,159000,157450,159000,159900,158000,149900,149900,147000,140900,144700,149900,149450,149900,147900,145000,145000,144950,141450,149900,149900,158500,159900,167900,166750,179900,182900,193950,194900,189900,189900,179900,185000,186450,189900,189900,199900,199900,194700,189900,189900,189900,183900,183200,186450,189900,189900,189900
"Kendall County","IL","Chicago-Naperville-Elgin","17","093",517,209900,207000,207000,204950,208487.5,205000,199849.5,195947.5,192000,190995,189900,189700,184900,182990,179900,175700,179900,179900,178000,179900,179900,179900,175000,169990,172000,175000,179900,174990,173000,174900,169990,175000,178700,179900,179900,184450,189450,190000,197900,199500,208997.5,209450,210000,210000,209995,209990,210995,215000,216990,216990,220000,219900,223000,223900,219900,219900,219900,219990,219900,219900,220367.5,220000,225000,224000,224900,225000,227250,229500,229500,228990,225000,220995,224900,224925,229535,230000,234900,239000,235000,235900,237176,236267,237352,234900,237945,237092,243950,248900,245450,249500,245000,245000,246500,245950,249257.5,249900,249650,249990,258990,259900,254900,254000,249900,249900,249900,249990,250490,253730,255531,259000,259495,259900,259562.5,258990
"Harnett County","NC","Dunn","37","085",518,176900,179900,179900,180000,180000,179700,179500,178000,178900,179000,177500,175000,176700,179900,179900,179900,179900,179950,179950,179900,179900,179900,179900,179900,179975,179900,178800,179900,178900,178900,177500,174975,171500,169900,170595,174900,175860,178500,179900,182900,189900,189900,192300,195900,192900,192700,192000,198945,192900,195000,190000,194200,190000,189500,189000,187856.5,185000,182950,182000,179990,180000,183750,179900,184900,189000,188500,187500,185250,189900,189000,189000,185000,182200,184500,184500,188500,189900,190450,190700,194700,194500,189999.5,187000,189900,189900,191900,199000,200999,199950,199900,199900,199500,196950,197950,199900,204900,2e+05,199999,202085,205000,205000,209500,206000,204950,206249.5,206749.5,206749.5,210000,210000,220500,219900,227500,225000,220000
"La Crosse County","WI","La Crosse-Onalaska","55","063",519,164900,164900,161000,159900,164900,165950,169900,168000,164900,159900,159900,154900,154500,154900,158000,159900,164900,169900,169900,169900,172900,169900,169900,155750,155000,149900,159900,162000,164950,169700,168950,168000,164900,164000,154900,158500,166200,166950,169900,169900,174900,174900,174500,169900,169900,169900,169900,164900,164900,163000,164900,169900,171950,174900,169900,169900,164900,165000,164000,162450,159900,169900,184900,174450,187100,185900,189900,189900,183500,187500,187500,199900,194900,189900,192000,194900,199900,209000,209900,204900,201450,197750,197000,194900,199900,209450,194700,209500,214900,219900,224675,219900,219900,219900,220375,225000,219900,224900,224500,231000,229700,229950,229900,229900,229000,225000,219900,219500,219900,221400,224900,229900,229900,230500
"Wayne County","OH","Wooster","39","169",520,125500,139900,135900,136250,136200,135750,134950,132900,134900,133900,130000,126000,125445,122000,120000,124900,129900,129900,133760,129900,133900,130000,129900,128400,123450,127000,124900,127900,129800,130000,129900,134500,132500,129950,127900,126900,126900,121450,127700,119900,124950,127000,125000,125000,129000,129000,127700,127950,129000,128500,127000,128000,129900,129900,129900,130750,130000,129900,128450,125000,124900,124900,127800,129900,134900,134900,135000,130000,129900,133900,137900,134900,135000,135000,132000,134900,137500,133500,132500,135000,135000,135000,134900,127200,131500,134950,138500,135000,140500,139900,140000,143200,139900,141000,144200,145000,150000,149900,149700,149900,149500,154900,155000,150000,149900,153400,153900,152700,152600,158450,161000,165500,164900,172000
"Wilson County","TN","Nashville-Davidson--Murfreesboro--Franklin","47","189",521,219900,219900,214970.5,215450,219499,219900,214850,214700,215450,214941,219250,218945,215450,210000,213400,212450,217900,211995,213900,214133,211990,208000,209900,209000,209900,209990,212900,214990,215900,218990,215000,219000,219900,227005,224900,225990,227900,229900,231895,235000,239900,239616.5,239900,239900,241900,242900,239900,243900,245000,239900,249900,253945,254900,259900,262990,259900,259900,269900,272900,276200,278495,279900,294900,294900,287900,286345,282450,285000,289900,286900,289900,295135,294990,299990,297720,291495,299700,304500,299900,299900,299900,311990,317900,312945,309900,319900,329900,339900,348000,349500,346900,344900,346900,346900,349900,349900,349250,349000,349900,354990,352900,349900,354900,354890,360900,362195,359945,367000,366900,364900,360000,364900,359900,362900
"La Salle County","IL","Ottawa-Peru","17","099",522,144000,142900,149000,143950,145000,142250,139900,139500,135000,137000,135000,129900,129900,125000,129000,129900,134250,135000,135000,132000,129900,125000,124900,121750,119900,119250,118900,119900,122700,124900,122950,120000,119000,115000,112500,109900,109000,109000,109900,109874,109887,109900,110000,110500,110000,105000,103700,103900,107450,112150,114900,119000,120000,120000,120000,118000,118000,114950,114900,114500,109900,115000,114900,114000,110000,113000,114900,119000,114900,112000,112000,110000,109950,110000,115000,120000,124900,124400,122200,120000,116950,115000,108500,100500,99000,1e+05,110000,114900,115000,115700,117500,117000,119500,119900,119900,119900,124700,120000,124900,125000,129000,131500,129949.5,129500,129000,125000,127500,120000,120000,119900,123589,129000,129900,131000
"Warren County","KY","Bowling Green","21","227",523,159900,159000,157900,159900,159900,159950,162500,159900,159900,159900,159900,157900,152850,154900,154900,156900,157500,157500,159900,156900,159000,159000,159900,158950,159000,159900,159900,164900,165000,164900,165000,165000,165000,164900,159900,157900,158900,159900,158900,159900,163900,167000,169900,169900,169900,169900,169900,169900,169900,169900,169900,169900,169900,172400,169900,179200,182887.5,179500,182900,180200,179900,179900,174900,178000,175000,179000,178700,179900,174900,176500,179900,179900,181900,179900,184900,185000,185400,189000,189900,189900,199900,199900,199000,194000,193000,208000,213450,209000,214900,217900,215000,214800,214500,214900,214950,209900,215400,219000,224900,224900,229900,229900,229900,230000,229900,234900,229950,237900,234900,229900,234900,234900,238400,239900
"Kankakee County","IL","Kankakee","17","091",524,149900,150200,150400,155450,156800,158500,149987,153900,149900,154900,154900,149900,149900,149900,140000,147700,144950,145000,148750,149900,152500,149900,142500,139900,138700,140000,140000,139900,137900,139900,139900,135000,129950,134900,132500,129900,129900,128950,129900,129900,129900,129900,129900,129900,129900,129900,119900,124150,119900,125000,129900,134900,131750,129900,130000,130000,129900,129900,124500,119900,122800,124900,127450,129000,129900,129900,129900,129900,129900,125000,129000,125000,125000,125000,129900,129999,134900,132000,129900,129900,124900,124000,119000,114987,124000,124900,128900,129900,135000,138400,139900,139900,139900,135500,136900,133000,133000,142900,142700,144900,145000,152450,152950,149900,147950,144900,138500,132500,129999.5,134943.5,142450,149900,154900,163950
"Faulkner County","AR","Little Rock-North Little Rock-Conway","05","045",525,153000,156700,149500,149900,157000,155000,150000,150000,149900,149900,149900,148235,147900,147700,149000,151237.5,157100,158000,155000,157500,159190,149900,149900,150000,159000,159900,159900,159900,159900,157900,155000,154700,152850,150900,149900,149900,146750,149900,150000,155356,154900,154990,154800,154500,154900,159000,149900,150000,152000,150000,152000,153000,155000,156900,162500,159900,159750,163000,159900,159999.5,162250,160000,169000,168900,169900,168500,167900,169900,164950,160000,166400,166900,168250,169900,172000,171250,170000,169500,169900,169900,165000,167000,169900,169900,168450,169000,165000,169900,169900,172950,173750,175000,179900,175000,179700,175000,174500,174900,179000,178950,178625,177300,180000,179900,179250,178000,179900,179450,179900,180000,192500,199000,205000,201280
"Cache County","UT","Logan","49","005",526,180900,179900,179900,188700,188950,187900,186750,179900,179500,179900,175000,174500,169900,167500,168900,167900,169900,169000,167900,165000,169250,169900,169450,167900,169900,169000,166950,167999,169900,169900,174900,169999.5,174900,169900,169900,169900,168900,164995,164900,169900,172950,175000,175000,179900,173900,174900,179900,174900,179900,179900,179900,181500,187950,185000,185000,185900,185900,185450,187500,185900,188950,189500,194900,194900,190500,194900,190950,198950,189900,199000,199900,199949.5,223900,229450,234900,229700,224949.5,225000,232250,238000,245000,245000,249900,254900,249450,249450,255230,268205,274900,274900,275000,289500,290000,292000,297725,297950,299090,309000,312500,319900,319900,312100,312350,312750,312500,309900,310500,309000,299999,299700,297900,299900,309900,306360
"Saint Lawrence County","NY","Ogdensburg-Massena","36","089",527,,,,,,,,,,,,,,,,99200,99000,89900,96500,92000,94450,99000,109450,113000,118000,114900,112000,125000,132950,129900,124000,119900,117500,119900,115000,115000,115000,110000,109900,115000,115950,115000,125400,125000,119900,129000,119900,119000,119000,119450,124800,129900,124500,129000,128500,126450,125000,120000,114900,110000,110000,109900,108000,115000,117500,118000,118499.5,120000,120000,119900,119000,118000,115000,110000,118000,108000,118999,115000,115000,115000,112450,109900,105000,99950,102900,99900,99900,1e+05,99900,99900,99900,99900,99750,99000,98500,99000,98000,99000,99900,105450,110000,114950,115000,116000,119000,109900,109000,109900,105000,109000,116500,118000,124500,125000
"Terrebonne Parish","LA","Houma-Thibodaux","22","109",528,173900,165000,168700,172500,174500,175000,170000,168000,165000,167000,165000,164900,162500,165000,166000,164900,165000,167900,163000,159000,159900,162000,160000,159999,160000,163250,165000,169900,169900,163500,162500,169000,165000,167500,162000,159000,159000,160000,160000,163050,163100,163170,165000,165500,167250,169900,167500,167000,165000,164500,165000,165000,161250,162900,163450,159900,162385,168000,165000,169000,167000,167000,169000,169000,168400,166500,170250,165000,160000,165000,164900,160000,169000,175000,187000,184950,175750,175000,180750,180000,184900,189000,180000,175750,178750,178000,179900,180000,179900,178000,179900,175000,173000,170000,168250,169000,169500,169500,169700,172900,174950,173250,170000,169900,169500,169950,169900,175450,178000,175000,179000,184900,183400,188000
"La Porte County","IN","Michigan City-La Porte","18","091",529,149500,148900,144900,139900,148400,144900,139900,139000,139000,139900,138000,132900,133900,125000,139800,139500,139900,145000,139950,139900,142500,139900,135450,129900,128500,124900,120000,124825,125000,127200,125000,125000,124000,124900,119900,119700,119900,118950,125000,134000,133400,134900,134900,129900,127500,134000,134000,127900,125900,121500,131700,139900,149600,148950,144999,139949.5,147000,142000,135000,129900,125000,130000,139300,148970,158900,155000,155000,157450,149250,149900,144900,143000,137000,134900,139000,140000,144900,149450,149000,145000,147900,144950,142950,139900,134900,144000,159000,159950,169900,174900,179900,189900,189900,169900,162000,150000,150000,152900,164900,175000,183900,189900,204450,211500,199900,185000,169900,179000,179000,185000,189900,189950,184900,189000
"Allegan County","MI","Holland","26","005",530,155750,155000,154700,154950,157000,159700,158900,159900,157900,158950,159900,159000,154450,158900,158900,159900,164900,164900,159900,158950,159900,159000,154900,154950,150000,151500,149900,152700,152250,160000,164750,168200,168050,169900,164250,164600,164900,169000,169900,174900,176700,174900,179800,179000,179000,179900,176400,179900,179000,178250,180000,179900,189900,184900,183000,182900,179900,179000,171000,167950,169900,174900,170000,179000,179900,179900,179900,179900,184900,180000,181500,183500,179900,179900,195700,199000,2e+05,209000,214840,211450,209900,209900,214900,210000,215000,220502.5,222400,228987.5,235050,240600,235100,239000,229900,225000,229900,225000,229900,239500,235000,230000,245000,247900,247400,229900,239000,240000,244900,239900,237900,247000,244900,259900,269000,269900
"Douglas County","KS","Lawrence","20","045",531,179900,187500,189900,185000,179950,179900,179900,175000,176000,175000,171000,169900,169000,169900,169900,169900,169900,169900,169000,169000,169900,169900,164900,163450,165000,164900,165000,164900,159900,158000,159900,159900,159900,160000,161500,159900,160750,167000,169900,169900,169900,169900,164950,165900,164900,165000,159900,159950,159900,162500,164950,170999.5,174900,174900,174950,170000,169900,169500,169900,165950,167950,169950,175000,181450,175000,182700,189900,190000,192900,192900,187000,185000,186950,184250,208000,217700,225000,229000,223450,215000,215000,199975,199900,198500,209900,214900,215000,219900,225000,224950,224900,225000,236000,246250,249000,255000,264900,265000,254950,247900,239900,248500,232500,225000,230000,239500,235000,239900,249900,250000,240000,248250,249900,249999
"Macon County","IL","Decatur","17","115",532,85900,89900,93500,86250,92000,90950,98900,89900,93900,97000,89500,83500,84900,88000,89900,89900,96750,99897,95000,99900,99500,94900,94900,90000,95000,99900,104900,105000,104900,104900,99350,95000,94500,99897,99897,92500,89900,89900,92900,89900,98750,102500,99000,92900,97900,97897,89990,98450,94500,99900,105000,108700,113900,110000,113900,109700,105250,104900,104900,1e+05,99900,98500,99900,99999,105900,109500,104897,104900,104900,101000,107500,99950,99900,96450,98000,99900,104897,104900,99900,102500,99000,99000,93500,89897,89900,89250,90000,96500,102075,102900,104500,99900,99900,104900,104900,103700,104900,96900,99900,107067,107900,109900,109900,104999,1e+05,100250,99999,99950,99900,109900,109500,114500,114000,114900
"Carroll County","GA","Atlanta-Sandy Springs-Roswell","13","045",533,127200,125900,125000,124900,119900,119900,119000,115000,115000,114900,112000,109000,106000,99900,99900,99000,97950,95000,95000,97500,96000,94900,93900,89900,89900,83900,84950,87075,87500,89900,89900,97450,99900,102500,99900,105000,1e+05,105000,109900,113950,115000,118950,121000,124900,120000,120000,119900,120296,127900,128900,129900,128900,129900,129900,129900,129900,129900,129900,134900,129900,129900,129900,125900,129900,132900,134900,135000,135000,134900,135000,139900,139900,139900,142900,144900,144900,144650,147000,149000,149900,152450,154900,154900,154900,154900,155200,155000,156767,159900,159900,164000,164900,167450,169000,169900,169900,172900,174900,170250,178600,179900,184900,181500,179900,179900,179900,179000,179900,185000,185000,185500,184900,189456.5,189900
"Clark County","IN","Louisville/Jefferson County","18","019",534,166400,156900,154900,154900,155900,158200,159900,159900,162250,159900,159900,159999.5,158900,157900,156400,158150,159900,149900,149900,149900,149900,145900,145900,140000,149900,142000,144900,149000,153900,149900,149900,150000,154900,159900,163200,159900,157900,159950,163500,159900,162900,162950,165000,164900,165000,168500,168500,164950,159900,169900,170000,175000,175000,179000,174900,174900,178950,177900,179000,179250,172000,179900,183900,183900,188450,189000,184900,179900,179000,179900,180800,189900,179900,174900,184900,189900,189900,189900,189900,198700,195000,199500,204950,199900,199900,210499.5,220000,245000,239900,229900,236000,230000,239900,238900,244900,245000,249900,239900,249200,258900,256900,254400,212900,219400,224950,224950,224950,225900,219900,225900,229900,229900,227900,228200
"Tom Green County","TX","San Angelo","48","451",535,137500,137500,133500,136900,139900,139000,144900,139900,138900,144000,138900,139900,138900,137700,137000,139250,139900,144900,148550,143500,139900,143200,140000,145000,145000,140000,139900,139900,151000,156000,154900,154900,154900,153500,156450,156900,153800,154000,167000,170865,169900,169900,175000,179900,189375,189000,186900,189900,182900,179900,179900,185000,187000,189250,189900,189900,187750,189900,199900,197450,198900,199949.5,203900,2e+05,202950,198500,192900,195000,195499.5,195200,189000,190000,197200,195500,194950,194900,189000,185000,182250,183950,187500,189900,189000,189000,189900,189250,193900,199900,198950,198500,195000,195000,197200,198700,189950,192450,185000,186900,193500,207945,195000,199900,196250,193000,2e+05,199900,199900,199000,193000,197000,199999,219000,210000,210000
"Missoula County","MT","Missoula","30","063",536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248750,250000,250000,259000,259700,259900,269000,267500,269000,269900,275450,275000,269900,269000,265000,279000,279500,275000,279000,279000,279000,276000,279000,269900,274900,285000,279900,289900,295000,294450,299000,299900,3e+05,309000,303700,3e+05,305000,310000,319000,319900,319900,320000,325000,325000,327900,326500,329900,329950,328000,325000,329900,339900,345000,344850,344900,343250,344900,356400,353500,359900,359900,355450,358000,352999.5,349950,359450,355450,355000,359900,369900,359900,359900,365000,364900,359900,359925
"Lowndes County","GA","Valdosta","13","185",537,159900,159900,157950,157900,157500,154999,154900,154900,149900,149900,148900,144782,140000,139900,139900,139900,139900,139900,139900,139900,144000,139900,134900,129900,129900,129000,129900,125900,125900,129900,129900,129900,129900,132900,129900,129900,130000,129900,129900,133400,135500,135000,139900,135000,139900,139900,135000,138000,138900,136900,139775,139900,139900,139900,139900,139900,139900,137900,139900,135900,134900,134900,139900,139900,139900,141900,141200,142850,143900,143900,144450,139900,139900,144700,147500,149500,148150,148900,144900,149000,149900,149900,144900,144900,145000,149900,148950,156900,159900,162000,162900,159900,159900,159900,159900,159900,159900,155950,161900,169250,169900,169900,169900,166900,159900,166900,163900,159900,167000,169900,169900,169900,163900,159900
"Warren County","NJ","Allentown-Bethlehem-Easton","34","041",538,269000,269000,269000,269000,264900,264900,262500,259000,259900,259450,252999,249900,249000,243000,248900,245000,242250,245700,243750,240000,237750,234900,229000,220000,219900,229900,229450,234990,229700,225000,225000,229000,229000,225000,225000,220000,219000,220000,225900,229000,229900,229900,229900,225000,234900,229000,228000,225000,219000,225000,229000,234900,239900,239900,239000,245000,239999.5,236500,234700,230000,229000,231000,237000,239000,235000,239900,239000,235450,229900,235000,235000,229900,225000,228900,234900,239900,243900,244700,239900,229900,232900,225000,221800,214900,209900,215000,214900,215450,225000,229900,229900,229700,229000,223450,215000,209950,199900,2e+05,214500,225000,235000,239900,239617.5,239900,235000,239000,229000,219900,214500,209900,215000,223650,225000,234950
"Comal County","TX","San Antonio-New Braunfels","48","091",539,289900,289000,281000,279000,279000,278016,275000,274900,259900,259850,250000,234999.5,215000,199900,203649.5,210000,211000,204950,205000,205450,199900,208820,199900,204250,198000,204000,212000,209900,216350,215000,224900,215000,211400,204495,199900,204000,199588,211990,223000,220000,225000,234885.5,229569,229000,229000,229000,234900,233472,239000,245000,249970,259900,279500,275000,275000,289000,299900,289000,294000,294900,295050,280945,258490,266490,269990,270990,277990,276990,284287.5,278990,279900,279990,302487.5,335000,336990,337995,335000,339900,341495,344900,338068,334990,330956.5,325262.5,329300,334995,349945,350495,345000,349000,357490,358990,347990,353497,349900,349945,349900,337990,345000,349900,349000,342949.5,345000,344990,349700,344999.5,339999.5,339945,333900,327990,325000,327244.5,330000,331945
"Ontario County","NY","Rochester","36","069",540,169900,169900,169900,175000,179900,179900,174900,179900,179900,184500,189900,182990,179000,169900,169900,173990,174900,179800,169900,168900,164900,169900,169900,179700,179500,179900,179900,179900,179900,179900,179900,186990,194900,179900,185900,174900,177990,189900,185000,194900,199400,189900,189800,189900,194900,191990,189900,189900,179900,174990,169900,179800,194900,202990,209900,209900,209490,199990,214450,194900,199900,187450,199000,179900,189000,199450,205000,198250,179200,184950,194900,189900,185000,196250,216490,207900,209900,199900,199900,196950,194900,189900,199450,198400,199450,209900,212000,212495,221990,227990,225000,228490,227490,234450,234945,229900,248950,249900,249900,253695,256900,249900,249900,249900,249900,249900,259900,259900,259900,259900,259900,265000,264900,259900
"Vigo County","IN","Terre Haute","18","167",541,89900,89900,89900,92500,92500,91750,93000,89900,92900,89900,89900,89900,89900,89900,89900,92500,97200,91250,93000,92700,89950,92500,95450,89900,89900,89900,92900,89900,89900,94900,92500,88300,89000,84900,82250,79900,85900,89900,89900,89900,89900,89900,89850,86950,86900,84900,84900,84900,84900,85900,86750,89900,88700,94900,92500,87500,84900,81900,85000,84950,89900,92500,89900,87900,96900,97150,95900,91000,89900,89900,89250,88450,88900,89900,84900,91500,91900,91900,105000,99900,98500,99900,93250,95000,94950,94000,96750,101745,108950,109000,1e+05,99800,96700,95000,88250,80900,79900,89900,89900,99700,109000,109900,109900,110000,109250,109000,110000,109000,114900,114949.5,114900,110000,114900,120000
"Columbiana County","OH","Salem","39","029",542,89900,89900,89900,102000,105900,109450,99900,99900,99500,99900,102755,99900,99900,100900,98500,101900,99500,99900,100900,101950,104900,99900,94950,89900,89900,89000,82700,82900,89900,88500,89900,94700,94000,95000,94900,89900,87500,87500,87900,94650,99900,1e+05,1e+05,99900,100500,102000,95000,95000,99900,96250,94900,95000,95000,1e+05,99950,99900,98000,99900,99450,95000,99900,95000,103500,109900,103500,109900,109000,105000,104900,104750,99900,99900,105000,105000,104200,106250,111900,109900,107900,104900,99900,99900,99700,98900,99500,97900,99950,99900,1e+05,99900,103500,98900,99900,99900,94950,92000,89700,89900,89900,99900,109500,112000,113450,115250,117500,117500,116200,115000,111500,110000,116000,124900,119999.5,119900
"Bay County","MI","Bay City","26","017",543,,,,,,,,,,,,,,,61660,62450,66900,65722,67000,68900,74900,74950,74900,72900,71500,72700,77450,80640,79900,71135,76700,79450,79900,79900,79900,84900,83200,79999,79900,84900,89900,89900,90000,83000,89900,89700,89900,83900,79900,84900,84900,89900,89900,89900,89949.5,91900,89900,87450,84900,84400,79900,79900,84900,89900,91700,93000,94900,92950,90000,85900,85900,83500,79000,79000,79900,85900,86900,86900,85900,85000,83900,79900,79900,78950,77700,79900,84900,90000,89900,89900,89000,89900,89000,87797,89250,88400,86900,88450,89900,92500,94900,94700,98700,99900,97900,93900,89900,89400,89900,85000,87900,94900,99500,105500
"Eaton County","MI","Lansing-East Lansing","26","045",544,139900,139900,139900,137900,137950,139900,137950,135000,134900,134819,129900,128900,124900,122900,120000,122900,122500,124900,125000,125000,125000,125000,125000,122900,119900,119900,119900,123900,124900,120000,121200,119999.5,119999.5,119000,119900,119950,125000,119900,125000,127725,129900,129900,133900,139900,139800,134900,129900,129894,124900,125000,129900,129900,134900,135000,138500,137500,134900,134900,129900,129900,129900,129900,139900,143194,140000,139900,139900,139900,141000,139900,139900,137900,135000,135500,139000,141999,139900,139900,144950,145000,149370,144900,141250,140509,145500,152900,154900,154900,155000,159900,164900,164900,162000,165000,169900,165000,159900,167200,165000,169850,169950,179900,175000,179900,175000,174950,174900,169900,165000,174900,185000,187700,189500,189900
"Androscoggin County","ME","Lewiston-Auburn","23","001",545,164000,159900,159900,159150,164000,165000,160000,163000,160000,159900,159500,154000,150000,152450,155000,153000,150000,150000,150000,154000,154500,150000,150000,149900,149900,145000,149900,150000,149900,149900,149000,149000,149000,144150,140500,143000,140000,140000,145000,148850,148700,149000,149200,145000,144367.5,139900,138750,139900,139900,137750,144000,145000,149900,155000,155000,159000,155000,152000,149900,145600,140000,140000,142000,144000,149900,150000,152300,154900,154900,158000,155000,155000,159900,151200,159499,164900,159900,159250,159900,159900,159900,159250,153900,150000,150000,159000,169950,169900,174900,174900,173250,169900,169750,174999,174900,179900,175000,169900,172497,181867.5,172900,175000,175000,175000,175000,175000,175000,172000,175000,174999,172950,175000,184700,189900
"Douglas County","OR","Roseburg","41","019",546,209950,210000,208000,2e+05,199700,199900,199500,199000,197750,197500,196000,189500,189000,179900,183644,181500,185000,189900,189000,188750,185000,179900,159999.5,144900,148000,149900,149900,149900,154900,154900,156000,169000,167000,169000,171500,169000,165000,169000,169900,174900,175000,179000,179900,179250,184900,185000,180000,179000,179700,179900,179900,185000,179900,179900,182000,180000,179999,175000,179000,176000,179000,179900,183000,182500,189700,188950,184900,184900,184000,184900,179500,178500,179000,179000,179900,189900,199500,202450,209900,209900,205000,199900,2e+05,195000,189900,189000,199500,199900,214900,218500,219900,215000,218450,219000,224900,229500,229900,229900,230000,235000,239000,240500,249000,248900,239000,244700,249000,249000,249000,249000,255000,255000,260000,265000
"Sumter County","SC","Sumter","45","085",547,130406,133500,134900,134900,134691,131500,122000,129000,128900,129825,129900,126250,127000,129900,129900,130311.5,132000,132700,132237.5,129900,129900,130046,130000,135000,139700,134900,138840,137600,133350,135000,134800,138667.5,131000,131900,135000,134900,132981,132500,134900,136298,135000,134900,132900,132000,130000,134900,132900,133250,134900,137000,137700,136000,140000,140000,139900,135000,136750,134500,132500,131550,132700,130000,132000,135000,137900,138680,138900,135000,132500,132950,137000,134900,136900,135900,139876,139900,139900,139900,139900,138700,134500,135000,148900,147500,145000,146725,147950,149900,152900,154900,155000,154825,154900,149900,147250,152400,152900,149900,149900,153500,153000,158950,164500,162500,159900,162250,158900,159900,160000,160000,167000,174900,172500,175000
"Navajo County","AZ","Show Low","04","017",548,225000,225000,224900,225000,224900,219900,218000,215000,217800,215000,209000,199000,189900,179900,185570,189000,190000,190000,193000,190000,192500,179900,175000,169900,169900,169000,169900,172500,179900,184900,184900,179900,180000,179000,175000,170000,171250,168950,169000,179900,189900,189900,194900,191900,189900,189900,189900,195000,195000,194450,204900,215000,224900,195700,189900,198500,199750,199000,205000,205000,207900,210000,224998,229000,235900,239500,245000,239900,239000,241900,234900,230000,229000,225000,225000,229000,239000,240000,238470,235900,239000,239700,239000,232000,229000,229900,236900,247500,249888,250000,253450,258480,257000,257250,259000,259500,249000,245000,249500,259000,264900,265000,265500,265000,269000,274788.5,275000,269000,259900,256000,258235,269000,273900,269950
"Brunswick County","NC","Myrtle Beach-Conway-North Myrtle Beach","37","019",549,279900,275000,275000,269250,266250,259900,259000,259900,249000,245000,248300,240000,239900,239700,239900,244050,239900,233900,225000,225000,224900,225000,219000,214900,210000,209900,209999,204900,209900,209900,209900,205752,206750,199900,199999.5,205000,208200,219000,224900,229900,233950,236945,239000,238950,245000,248400,249000,245000,240000,249900,259900,249900,252950,249900,249900,250940,265000,252900,254900,249900,253900,249900,249000,249900,252307.5,251650,249900,257900,255000,258300,259900,254900,244900,242500,255000,259900,264900,265900,265000,267900,265450,265000,266900,265000,257000,252900,257500,269400,270000,270000,275950,276855,282900,280000,279900,284900,280925,279900,288000,299640,303000,312000,3e+05,301115,308731,299900,299000,296675,295000,294900,289582.5,295990,295882.5,294900
